City,Pending,Rejected,Verified,address,admissions_email,admissions_page,business_name,category,city,completeness_score,confidence_score,contact_page,country,coverImage,coverimage,createdAt,created_at,created_by_agent,data_last_verified_date,data_quality,dedupe_key,description,descriptionAr,descriptionKu,descriptionar,descriptionku,distance,email,external_id,external_source_id,facebook,fsq_id,governorate,governorate_seed,id,imageUrl,imageurl,instagram,institution_id,institution_name,institution_type,isFeatured,isPremium,isVerified,is_active,is_suspicious,last_seen_at,lat,latitude,linkedin,lng,longitude,main_email,main_phone,maps_url,name,nameAr,nameKu,name_en,namear,nameku,needs_review,normalized_address,normalized_facebook,normalized_instagram,normalized_name,normalized_phone,normalized_website,notes,official_source_1,official_source_2,official_source_3,official_website,openHours,openhours,original_phone,phone,phone_status,priceRange,pricerange,public_private,rating,raw_data,registrar_email,registrar_page,reviewCount,scraped_at,search_tags,source,source_confidence,source_file,source_name,status,subcategory,tags,telegram,type,updated_at,verification_status,verified,website,whatsapp,whatsapp_public_link,x_twitter,youtube,﻿name
,,,,,,,,Cafe,Basra,,,,Iraq,,,,2026-04-02 14:58:44.408976+00,,,partial,,,,,,,,,osm_node_11768494894,,,osm_node_11768494894,Basra,,1976e689-1c50-491d-844d-e85037bf4484,,,,,,,,,,,True,,,30.50694820,,,47.84483660,,,,كوفي المشاهير,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""كوفي المشاهير"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe""}",,,,2026-04-02 14:58:44.408976+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 14:58:44.408976+00,,false,,,,,,
,,,,قضاء أربيل,,,,Cafe,أربيل,,,,Iraq,,,,2026-04-02 12:21:56.951869+00,,,real,,,,,,,,,,,,,Erbil,,197cb8cd-6c8f-4dbd-a5aa-ffd2d93eea77,,,,,,,,,,,True,,,36.18720680,,,44.00838160,,,,جايخانة سوداد,,,chayxanai (sudad),,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""جايخانة سوداد"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""chayxanai (sudad)"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}",,,,2026-04-02 12:21:56.951869+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:56.951869+00,,false,,,,,,
,,,,,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_6895324185,,,osm_node_6895324185,Sulaymaniyah,,198599f0-bd3c-423e-9cc5-e3d0e2f1d781,,,,,,,,,,,True,,,35.58446430,,,45.43406580,,,,مطعم ايروس,,,Erose rest & Cafe,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم ايروس"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""name:en"": ""Erose rest & Cafe""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,حي الجامعة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:03.79537+00,,,real,,,,,,,,,,,,,Baghdad,,199c074e-ad88-4cd2-a8ee-b6f5382fb0ac,,,,,,,,,,,True,,,33.32654120,,,44.32439980,,,,مطعم ومرطبات الريان,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم ومرطبات الريان"", ""shop"": ""beverages"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""حي الجامعة"", ""addr:neighbourhood:en"": ""Hay Al-Jamiaa""}",,,,2026-04-02 19:30:03.79537+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:03.79537+00,,false,,,,,,
,,,,السيدية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:29:57.935548+00,,,real,,,,,,,,,,,,,Baghdad,,199f1961-d579-4d0f-a0c3-e503ba45015e,,,,,,,,,,,True,,,33.23262870,,,44.35112540,,,,توست بركر,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""توست بركر"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""السيدية"", ""addr:neighbourhood:en"": ""Saydia""}",,,,2026-04-02 19:29:57.935548+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:29:57.935548+00,,false,,,,,,
,,,,"شەقامی سەعدی گچکە, شارۆچکەی ناوەندیی هەولێر",,,,Cafe,هەولێر,,,,Iraq,,,,2026-04-02 12:21:58.724853+00,,,real,,,,,,,,,,,,,Erbil,,19c00f15-ef6f-45aa-be95-f301dcd326be,,,,,,,,,,,True,,,36.14844890,,,44.04399720,,,,کافتریای بۆلیڤیا,,,Bolivia cafe,,,,,,,,,,,,,,,,,,,empty,,,,,"{""bar"": ""no"", ""name"": ""کافتریای بۆلیڤیا"", ""_extra"": {""name_ku"": ""Kaftiryaya Bolîvya"", ""postcode"": ""44001"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:ar"": ""بوليفيا كافي"", ""name:en"": ""Bolivia cafe"", ""name:ku"": ""Kaftiryaya Bolîvya"", ""delivery"": ""no"", ""takeaway"": ""no"", ""addr:city"": ""هەولێر"", ""addr:state"": ""کوردستان"", ""addr:street"": ""شەقامی سەعدی گچکە"", ""reservation"": ""no"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""شارۆچکەی ناوەندیی هەولێر"", ""addr:postcode"": ""44001"", ""addr:province"": ""پارێزگای هەولێر"", ""drive_through"": ""no"", ""outdoor_seating"": ""no""}",,,,2026-04-02 12:21:58.724853+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:58.724853+00,,false,,,,,,
,,,,,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_way_1193545930,,,osm_way_1193545930,Sulaymaniyah,,19c3d1df-b7a3-4ad6-b2db-146c96f86703,,,,,,,,,,,True,,,35.60798920,,,45.45299040,,,,Zoya,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Zoya"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""building"": ""yes""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,"Yazdandokht str., قضاء أربيل",,,,Cafe,أربيل,,,,Iraq,,,,2026-04-02 12:21:58.015645+00,,,real,,,,,,,,,,,,,Erbil,,19cdb789-7ba3-47db-8c00-3184d2672296,,,,,,,,,,,True,,,36.22855800,,,43.99469430,,,,Chocolate House sweets,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Chocolate House sweets"", ""_extra"": {""cuisine"": ""sweets"", ""postcode"": ""44003"", ""all_phones"": []}, ""amenity"": ""cafe"", ""cuisine"": ""sweets"", ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""Yazdandokht str."", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""internet_access"": ""yes"", ""addr:subdistrict"": ""ناحية عنكاوا""}",,,,2026-04-02 12:21:58.015645+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:58.015645+00,,false,,,,,,
,,,,07501737550,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_11888881169,,,osm_node_11888881169,Erbil,,19f6dd1c-7e18-4d0a-9af6-198649a3e342,,,,,,,,,,,True,,,36.21900390,,,44.06418090,,,,فنلەند مارکێت,,,finland maret,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""فنلەند مارکێت"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}, ""name:en"": ""finland maret"", ""addr:housenumber"": ""07501737550""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8226595339,,,osm_node_8226595339,Erbil,,1a06ddd1-6b1c-4b6b-b0a2-a128c665a914,,,,,,,,,,,True,,,36.22661550,,,44.07934250,,,,هارڤين,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""هارڤين"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,شەقامی مەولەوی,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_12909769501,,,osm_node_12909769501,Sulaymaniyah,,1a077613-dd5c-492a-8f38-837bc1caf7a2,,,,,,,,,,,True,,,35.55630190,,,45.43826650,,,,فلافل بنار,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""فلافل بنار"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:street"": ""شەقامی مەولەوی""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,,,,,Shop/Retail,هەولێر,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_6575303978,,,osm_node_6575303978,Erbil,,1a0c0a44-9f8a-48fa-9957-5df72fda00e3,,,,,,,,,,,True,,,36.22636830,,,44.01851150,,,,هەفتە بازاڕ ٣,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""هەفتە بازاڕ ٣"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}, ""name:ckb"": ""هەفتە بازاڕ ٣"", ""addr:city"": ""هەولێر"", ""payment:cash"": ""yes""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_4500648295,,,osm_node_4500648295,Erbil,,1a0d4678-c009-431b-95e2-2c7eed153c7c,,,,,,,,,,,True,,,36.20267060,,,44.06278120,,,,مارکێت نور,,,Nur Market,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مارکێت نور"", ""shop"": ""supermarket"", ""_extra"": {""name_ku"": ""مارکێتی نور"", ""all_phones"": []}, ""name:en"": ""Nur Market"", ""name:ku"": ""مارکێتی نور""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8226595421,,,osm_node_8226595421,Erbil,,1a13c490-6a23-48e9-963d-9d2119d9a19f,,,,,,,,,,,True,,,36.18405300,,,43.95722780,,,,دلین,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""دلین"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,قضاء أربيل,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8226591344,,,osm_node_8226591344,Erbil,,1a18e38d-1939-4a56-b238-144e369652eb,,,,,,,,,,,True,,,36.21997380,,,44.07597880,,,,سيوان,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""سيوان"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,قضاء أربيل,,,,Cafe,أربيل,,,,Iraq,,,,2026-04-02 12:21:58.015645+00,,,real,,,,,,,,,,,,,Erbil,,1a2ae258-15cf-4d3d-9cec-c226262274ad,,,,,,,,,,,True,,,36.22897320,,,44.00438960,,,,almora care,,,almora cafe,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""almora care"", ""_extra"": {""postcode"": ""44003"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""almora cafe"", ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""addr:subdistrict"": ""ناحية عنكاوا""}",,,,2026-04-02 12:21:58.015645+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:58.015645+00,,false,,,,,,
,,,,العامرية,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:00.031085+00,,,real,,,,,,,,,,,,,Baghdad,,1a57917d-342e-4c0a-af61-ac96bc11bab7,,,,,,,,,,,True,,,33.29953030,,,44.29811950,,,,دجاج كنتاكي 22,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""دجاج كنتاكي 22"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""العامرية"", ""addr:neighbourhood:en"": ""Al-Ameryia""}",,,,2026-04-02 19:30:00.031085+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:00.031085+00,,false,,,,,,
,,,,اليرموك,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:01.461163+00,,,real,,,,,,,,,,,,,Baghdad,,1a7638e8-1b91-415a-b326-dd47c6decc35,,,,,,,,,,,True,,,33.29866460,,,44.33075470,,,,فروت لاب - اليرموك,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""فروت لاب - اليرموك"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""اليرموك"", ""addr:neighbourhood:en"": ""Yarmouk""}",,,,2026-04-02 19:30:01.461163+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:01.461163+00,,false,,,,,,
,,,,,,,,Cafe,سلێمانی,,,,Iraq,,,,2026-04-02 11:32:21.097018+00,,,partial,,,,,,,,,,,,,Sulaymaniyah,,1a78e448-018e-4aee-8c7f-dda98efdfa8c,,,,,,,,,,,True,,,35.56327600,,,45.40687600,,,,lokmada,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""lokmada"", ""_extra"": {""cuisine"": ""ice_cream"", ""name_ku"": ""لۆکمادا"", ""all_phones"": []}, ""amenity"": ""cafe"", ""cuisine"": ""ice_cream"", ""name:ku"": ""لۆکمادا"", ""addr:city"": ""سلێمانی"", ""outdoor_seating"": ""no""}",,,,2026-04-02 11:32:21.097018+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 11:32:21.097018+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_6570849993,,,osm_node_6570849993,Erbil,,1a7e9a2f-7718-4e4f-8497-edd6cd12aa05,,,,,,,,,,,True,,,36.19472740,,,44.04273810,,,,سلام آبو الغاز,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""سلام آبو الغاز"", ""shop"": ""electronics"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,saydawa,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_11657148701,,,osm_node_11657148701,Erbil,,1a8776ae-03dd-405c-9b99-7959311485cd,,,,,,,,,,,True,,,36.18208700,,,44.02069100,,,,market shaswar,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""market shaswar"", ""shop"": ""convenience"", ""_extra"": {""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:full"": ""saydawa"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,قضاء أربيل,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8151179717,,,osm_node_8151179717,Erbil,,1ac34b27-f5ad-47a9-beef-bd337c00bec4,,,,,,,,,,,True,,,36.20750020,,,44.02255260,,,,مشتل نيشتمان,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مشتل نيشتمان"", ""shop"": ""convenience"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,قضاء أربيل,,,,Cafe,أربيل,,,,Iraq,,,,2026-04-02 12:21:58.015645+00,,,real,,,,,,,,,,,,,Erbil,,1ad3659e-b420-415d-a96c-839aabecf108,,,,,,,,,,,True,,,36.23058390,,,43.98854480,,,,مقهى ليالينا,,,Layalina,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مقهى ليالينا"", ""_extra"": {""postcode"": ""44003"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""Layalina"", ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""addr:subdistrict"": ""ناحية عنكاوا""}",,,,2026-04-02 12:21:58.015645+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 12:21:58.015645+00,,false,,,,,,
,,,,زيونة,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:11.956006+00,,,partial,,,,,,,,,,,,,Baghdad,,1adeeae1-6b95-4a94-b2f6-646b45bc12b6,,,,,,,,,,,True,,,33.32501590,,,44.45205710,,,,ابو حوسة - زيونة,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""ابو حوسة - زيونة"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""زيونة"", ""addr:neighbourhood:en"": ""Zayona""}",,,,2026-04-02 19:30:11.956006+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:11.956006+00,,false,,,,,,
,,,,قضاء أربيل,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_5101675026,,,osm_node_5101675026,Erbil,,1b0fe9fb-4756-4723-bee8-744ea4f9d776,,,,,,,,,,,True,,,36.22987880,,,43.99280760,,,,شهبا ستور,,,Shahba Store,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""شهبا ستور"", ""shop"": ""electronics"", ""_extra"": {""postcode"": ""44003"", ""all_phones"": []}, ""name:ar"": ""شهبا ستور"", ""name:en"": ""Shahba Store"", ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""addr:subdistrict"": ""ناحية عنكاوا""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,المنصور,,,,Restaurant,بغداد,,,,Iraq,,,,2026-04-02 19:30:03.79537+00,,,real,,,,,,,,,,,,,Baghdad,,1b219edd-a02b-4a8e-af0d-93140d97b9ca,,,,,,,,,,,True,,,33.30917580,,,44.33613220,,,,فايكنج بركر - المنصور,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""فايكنج بركر - المنصور"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""المنصور"", ""addr:neighbourhood:en"": ""Al-Mansoor""}",,,,2026-04-02 19:30:03.79537+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:03.79537+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_8226595347,,,osm_node_8226595347,Erbil,,1b540dc6-e2e0-4a17-80c5-3dbd2f48f5d6,,,,,,,,,,,True,,,36.21649830,,,44.10134010,,,,هةڤال,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""هةڤال"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Shop/Retail,Erbil,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_4543504689,,,osm_node_4543504689,Erbil,,1b5857bb-a53f-4821-b9a3-ce6c4b16fdfb,,,,,,,,,,,True,,,36.19828520,,,44.00731500,,,,ماركيتي سوران,,,Soran Market,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""ماركيتي سوران"", ""shop"": ""supermarket"", ""_extra"": {""name_ku"": ""ماركيتي سوران"", ""all_phones"": []}, ""name:en"": ""Soran Market"", ""name:ku"": ""ماركيتي سوران""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,,,,,Restaurant,Sulaymaniyah,,,,Iraq,,,,2026-04-02 16:34:53.314024+00,,,partial,,,,,,,,,osm_node_11610586069,,,osm_node_11610586069,Sulaymaniyah,,1b623f0c-a1df-4966-8c5b-0ba557370f61,,,,,,,,,,,True,,,35.55625850,,,45.43868340,,,,مطعم مولوي,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""مطعم مولوي"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant""}",,,,2026-04-02 16:34:53.314024+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 16:34:53.314024+00,,false,,,,,,
,,,,شەقامی سالم,,,,Cafe,Sulaymaniyah,,,,Iraq,,,,2026-04-02 11:32:20.446875+00,,,real,,,,,,,,,,,,,Sulaymaniyah,,1b949ad8-f19a-477f-974f-eefba083e9cd,,,,,,,,,,,True,,,35.55876880,,,45.42423350,,,,Violet Cafe & fast food,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""Violet Cafe & fast food"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe"", ""addr:city"": ""Sulaymaniyah"", ""addr:street"": ""شەقامی سالم""}",,,,2026-04-02 11:32:20.446875+00,,osm,,iraqi_businesses_clean_rows.csv,,,cafe,,,,2026-04-02 11:32:20.446875+00,,false,,,,,,
,,,,,,,,Restaurant,Baghdad,,,,Iraq,,,,2026-04-02 19:30:08.257472+00,,,partial,,,,,,,,,,,,,Baghdad,,1ba48a57-8757-4227-aa85-981a193d645d,,,,,,,,,,,True,,,33.30593580,,,44.43012130,,,,كياب البدوي,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""كياب البدوي"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""name:ar"": ""كياب البدوي"", ""name:ckb"": ""خواردنگەی بەدەوی""}",,,,2026-04-02 19:30:08.257472+00,,osm,,iraqi_businesses_clean_rows.csv,,,restaurant,,,,2026-04-02 19:30:08.257472+00,,false,,,,,,
,,,,"جاده‌ی هاشم عبدالله‌ 216-47, قضاء أربيل",,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_way_1038257431,,,osm_way_1038257431,Erbil,,1badbc00-70fe-4cc6-ad3d-4b94c1d6e7b0,,,,,,,,,,,True,,,36.21252730,,,43.98242390,,,,بلان بازاڕ ١٢,,,Blann Bazar 12,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""بلان بازاڕ ١٢"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""name:en"": ""Blann Bazar 12"", ""organic"": ""yes"", ""building"": ""yes"", ""name:ckb"": ""بلان بازاڕ ١٢"", ""stroller"": ""yes"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""roof:shape"": ""gabled"", ""wheelchair"": ""yes"", ""addr:street"": ""جاده‌ی هاشم عبدالله‌ 216-47"", ""roof:colour"": ""#fff2de"", ""addr:country"": ""IQ"", ""currency:IQD"": ""yes"", ""payment:cash"": ""yes"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001"", ""air_conditioning"": ""yes""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
,,,,adala nzek hotel merci,,,,Shop/Retail,أربيل,,,,Iraq,,,,2026-04-02 08:33:20.356433+00,,,partial,,,,,,,,,osm_node_11657130299,,,osm_node_11657130299,Erbil,,1bc0fcae-0784-4c47-bf4e-514909185c69,,,,,,,,,,,True,,,36.17017000,,,43.98620200,,,,HD phone,,,,,,,,,,,,,,,,,,,,,,empty,,,,,"{""name"": ""HD phone"", ""shop"": ""mobile_phone"", ""_extra"": {""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:full"": ""adala nzek hotel merci"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ""}",,,,2026-04-02 08:33:20.356433+00,,osm,,iraqi_businesses_clean_rows.csv,,,shop,,,,2026-04-02 08:33:20.356433+00,,false,,,,,,
