address,admissions_email,admissions_page,category,city,completeness_score,contact_page,country,coverImage,created_at,data_last_verified_date,data_quality,dedupe_key,description,descriptionAr,descriptionKu,detected_language,directions_link,distance,district,email,external_id,facebook,foursquare_category,fsq_id,governorate,governorate_seed,id,imageUrl,instagram,institution_id,institution_name,institution_type,isFeatured,isPremium,isVerified,is_active,is_published,is_suspicious,last_seen_at,lat,latitude,linkedin,lng,longitude,main_email,main_phone,maps_link,maps_url,name,nameAr,nameKu,name_ar,name_en,name_ku,needs_review,normalized_address,normalized_facebook,normalized_instagram,normalized_name,normalized_phone,normalized_website,notes,official_source_1,official_source_2,official_source_3,official_website,openHours,original_name,original_phone,phone,phone_status,priceRange,public_private,rating,raw_data,registrar_email,registrar_page,reviewCount,scraped_at,search_tags,source,source_confidence,source_file,status,subcategory,tags,telegram,translated_name,type,updated_at,user_category,verification_status,verified,website,whatsapp,whatsapp_public_link,x_twitter,youtube,﻿name
"Street 11, Basra City, Basra",,,cafe,Basra City,,,,,,,,,,,,,,,,,,,,,,,12b4a81e-f132-457f-b301-a992c6e273e3,,,,,,false,false,false,,,False,,,,,,,,,,,Garden Cafe 3 - Basra City,,,,,,,,,,,079023736071,,,,,,,,,079023736071,079023736071,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Summel, Dohuk",,,furniture,Summel,,,,,,,,,,,,,,,,,,,,,,,12e27946-f97c-4ba0-9640-e2470c48f255,,,,,,false,false,false,,,False,,,,,,,,,,,Home Center - Summel,,,,,,,,,,,078013425183,,,,,,,,,078013425183,078013425183,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 23, Daquq, Kirkuk",,,restaurant,Daquq,,,,,,,,,,,,,,,,,,,,,,,12fb5041-b89f-487c-8dbe-81d8a4259159,,,,,,false,false,false,,,False,,,,,,,,,,,Tigris Kitchen 4 - Daquq,,,,,,,,,,,077025100757,,,,,,,,,077025100757,077025100757,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Mosul City, Mosul",,,school,Mosul City,,,,,,,,,,,,,,,,,,,,,,,1317804f-4b3e-4f01-94c3-eb418d70a66f,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Mustansiriya School - Mosul City,,,,,,,,,,,078014405893,,,,,,,,,078014405893,078014405893,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Suq al-Shuyukh, Dhi Qar",,,hospital,Suq al-Shuyukh,,,,,,,,,,,,,,,,,,,,,,,1330e95e-085d-41fd-a252-7de308e9fba5,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Teaching Hospital - Suq al-Shuyukh,,,,,,,,,,,079044385353,,,,,,,,,079044385353,079044385353,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Kanaan, Diyala",,,bank,Kanaan,,,,,,,,,,,,,,,,,,,,,,,13382e14-0e06-4a07-b651-6961b9c1385e,,,,,,false,false,false,,,True,,,,,,,,,,,Investment Bank - Kanaan,,,,,,,,,,,079013204709,,,,,,,,,079013204709,079013204709,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 5, Sersink, Dohuk",,,cafe,Sersink,,,,,,,,,,,,,,,,,,,,,,,133db52a-304a-4b22-9381-7ac27479077a,,,,,,false,false,false,,,False,,,,,,,,,,,Tigris Brew - Sersink,,,,,,,,,,,078218420745,,,,,,,,,078218420745,078218420745,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 20, Al-Sulaymani, Qadisiyyah",,,hospital,Al-Sulaymani,,,,,,,,,,,,,,,,,,,,,,,13497a18-1918-4706-9921-ab8b7c1b47c2,,,,,,false,false,false,,,False,,,,,,,,,,,Martyrs Hospital 3 - Al-Sulaymani,,,,,,,,,,,077012507675,,,,,,,,,077012507675,077012507675,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Qadisiyah, Najaf",,,mosque,Qadisiyah,,,,,,,,,,,,,,,,,,,,,,,13498dcd-7a83-44a0-b182-fd037311d9e1,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Salam Mosque 3 - Qadisiyah,,,,,,,,,,,078004449274,,,,,,,,,078004449274,078004449274,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Al-Hindiya, Karbala",,,mosque,Al-Hindiya,,,,,,,,,,,,,,,,,,,,,,,1352c637-3046-4a21-b2ae-dd34c91a096a,,,,,,false,false,false,,,False,,,,,,,,,,,Imam Ali Shrine - Al-Hindiya,,,,,,,,,,,077021752820,,,,,,,,,077021752820,077021752820,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Qara Tapa, Diyala",,,mosque,Qara Tapa,,,,,,,,,,,,,,,,,,,,,,,1375078e-6579-43b6-9835-65c24d95d957,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Salam Mosque 3 - Qara Tapa,,,,,,,,,,,079029458056,,,,,,,,,079029458056,079029458056,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Al-Hayy, Wasit",,,electronics,Al-Hayy,,,,,,,,,,,,,,,,,,,,,,,1381b3d1-8e24-4274-81fa-b37a61f9c071,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Gadgets - Al-Hayy,,,,,,,,,,,079046244265,,,,,,,,,079046244265,079046244265,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Nakhila, Karbala",,,hotel,Al-Nakhila,,,,,,,,,,,,,,,,,,,,,,,13956924-4043-418e-a295-eee93e5c09db,,,,,,false,false,false,,,True,,,,,,,,,,,Rotana Baghdad 3 - Al-Nakhila,,,,,,,,,,,078212221057,,,,,,,,,078212221057,078212221057,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 24, Al-Maimouna, Maysan",,,bank,Al-Maimouna,,,,,,,,,,,,,,,,,,,,,,,13a2ce77-8aa2-4639-8c51-ac81d933e805,,,,,,false,false,false,,,True,,,,,,,,,,,Baghdad Bank 4 - Al-Maimouna,,,,,,,,,,,079026895447,,,,,,,,,079026895447,079026895447,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Kuna Masi, Zakho",,,pharmacy,Kuna Masi,,,,,,,,,,,,,,,,,,,,,,,13a6c49d-aaaf-44d6-918d-b5d72d1081a1,,,,,,false,false,false,,,True,,,,,,,,,,,Wellness Drugs 3 - Kuna Masi,,,,,,,,,,,079025228325,,,,,,,,,079025228325,079025228325,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Abu al-Khassib, Basra",,,bus_station,Abu al-Khassib,,,,,,,,,,,,,,,,,,,,,,,13a6d696-445e-41ed-8106-43a3086b1aa8,,,,,,false,false,false,,,True,,,,,,,,,,,Kirkuk Terminal 3 - Abu al-Khassib,,,,,,,,,,,079038582383,,,,,,,,,079038582383,079038582383,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 10, Abu Saida, Diyala",,,bus_station,Abu Saida,,,,,,,,,,,,,,,,,,,,,,,13ac60b2-ca83-4b95-9896-d67aed175ed7,,,,,,false,false,false,,,True,,,,,,,,,,,Al-Rasheed Terminal - Abu Saida,,,,,,,,,,,077029349214,,,,,,,,,077029349214,077029349214,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Al-Qasim, Babil",,,cafe,Al-Qasim,,,,,,,,,,,,,,,,,,,,,,,13c25ad3-bfe4-411b-ba3d-155a3cf84f01,,,,,,false,false,false,,,False,,,,,,,,,,,Nissan Coffee - Al-Qasim,,,,,,,,,,,078118925312,,,,,,,,,078118925312,078118925312,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Nakhila, Karbala",,,electronics,Al-Nakhila,,,,,,,,,,,,,,,,,,,,,,,13d83081-36b9-4f65-ac6a-c5737eb3a8e2,,,,,,false,false,false,,,True,,,,,,,,,,,Computer Zone 3 - Al-Nakhila,,,,,,,,,,,078016879275,,,,,,,,,078016879275,078016879275,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Al-Hindiyah, Karbala",,,mosque,Al-Hindiyah,,,,,,,,,,,,,,,,,,,,,,,13e73793-c2dd-4083-8fe3-c8db15688deb,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Tawbah Mosque - Al-Hindiyah,,,,,,,,,,,079041958976,,,,,,,,,079041958976,079041958976,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Al-Rifai, Dhi Qar",,,electronics,Al-Rifai,,,,,,,,,,,,,,,,,,,,,,,1426e23c-7326-46d1-9f58-51392e4db25f,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Electronics - Al-Rifai,,,,,,,,,,,079044884651,,,,,,,,,079044884651,079044884651,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 16, Qalat Salih, Maysan",,,cafe,Qalat Salih,,,,,,,,,,,,,,,,,,,,,,,143f49f1-0ca8-4e8d-b97c-eedb1a70adaa,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Coffee House 3 - Qalat Salih,,,,,,,,,,,078115288257,,,,,,,,,078115288257,078115288257,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 11, Tikrit, Saladin",,,cafe,Tikrit,,,,,,,,,,,,,,,,,,,,,,,143ff66f-1a45-4361-852c-60d7f5fc0154,,,,,,false,false,false,,,False,,,,,,,,,,,Garden Cafe 3 - Tikrit,,,,,,,,,,,078014859312,,,,,,,,,078014859312,078014859312,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 10, Smawa, Dhi Qar",,,furniture,Smawa,,,,,,,,,,,,,,,,,,,,,,,144fb8c0-c4fc-472f-8ed2-2fe2223216c3,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Karrada Furniture - Smawa,,,,,,,,,,,079031509787,,,,,,,,,079031509787,079031509787,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Mijar al-Kabir, Maysan",,,clothes,Al-Mijar al-Kabir,,,,,,,,,,,,,,,,,,,,,,,145893f5-7cb4-4beb-ad80-cb1b493b3505,,,,,,false,false,false,,,False,,,,,,,,,,,Style Center 3 - Al-Mijar al-Kabir,,,,,,,,,,,078116906709,,,,,,,,,078116906709,078116906709,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Soran, Erbil",,,supermarket,Soran,,,,,,,,,,,,,,,,,,,,,,,147b91d7-0ae7-4d55-a0ad-4906ab3d5ad0,,,,,,false,false,false,,,False,,,,,,,,,,,Spinneys Baghdad 3 - Soran,,,,,,,,,,,079028339016,,,,,,,,,079028339016,079028339016,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Hawija, Kirkuk",,,electronics,Hawija,,,,,,,,,,,,,,,,,,,,,,,1498d926-fb65-4605-babf-7b32a6375fe8,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Electronics - Hawija,,,,,,,,,,,077018861690,,,,,,,,,077018861690,077018861690,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Al-Hindiyah, Karbala",,,supermarket,Al-Hindiyah,,,,,,,,,,,,,,,,,,,,,,,14bc7cc4-e0b6-4e13-a758-98d18dfd488b,,,,,,false,false,false,,,False,,,,,,,,,,,City Center Market - Al-Hindiyah,,,,,,,,,,,077011429002,,,,,,,,,077011429002,077011429002,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 19, Sangasar, Halabja",,,school,Sangasar,,,,,,,,,,,,,,,,,,,,,,,14c1436b-1baf-4277-b6cf-29b43a0a0861,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Noor School 3 - Sangasar,,,,,,,,,,,079043356804,,,,,,,,,079043356804,079043356804,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 23, Al-Kahla, Maysan",,,fuel,Al-Kahla,,,,,,,,,,,,,,,,,,,,,,,14d12247-a16a-4598-ab97-42902ad281e9,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Petrol 4 - Al-Kahla,,,,,,,,,,,077024950079,,,,,,,,,077024950079,077024950079,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 14, Al-Hamdaniyah, Mosul",,,gym,Al-Hamdaniyah,,,,,,,,,,,,,,,,,,,,,,,14d606ca-c5f5-4082-bf87-b3388ada8b29,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Amal Gym 3 - Al-Hamdaniyah,,,,,,,,,,,079048179797,,,,,,,,,079048179797,079048179797,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Khalis, Diyala",,,electronics,Khalis,,,,,,,,,,,,,,,,,,,,,,,14df58e5-da85-44c8-bb98-2a34ef42bd47,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Electronics - Khalis,,,,,,,,,,,078016274452,,,,,,,,,078016274452,078016274452,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 17, Adamiya, Baghdad",,,bank,Adamiya,,,,,,,,,,,,,,,,,,,,,,,14e15c11-0a19-4c1a-a456-1c9bb63e8392,,,,,,false,false,false,,,False,,,,,,,,,,,Kurdistan Bank 3 - Adamiya,,,,,,,,,,,077024319535,,,,,,,,,077024319535,077024319535,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 21, Hillah, Babil",,,mosque,Hillah,,,,,,,,,,,,,,,,,,,,,,,14f1c56a-a902-4ee0-a6c7-bf851408fa20,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rahman Mosque 4 - Hillah,,,,,,,,,,,078015140863,,,,,,,,,078015140863,078015140863,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Hillah, Babil",,,clothes,Hillah,,,,,,,,,,,,,,,,,,,,,,,14f85b9c-5610-409b-ba55-fe8cfc4edf8d,,,,,,false,false,false,,,False,,,,,,,,,,,Fashion House Baghdad - Hillah,,,,,,,,,,,078219227289,,,,,,,,,078219227289,078219227289,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Tel Afar, Mosul",,,pharmacy,Tel Afar,,,,,,,,,,,,,,,,,,,,,,,14fe9995-db10-46c0-b8f6-d9dc20b170b0,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Pharmacy - Tel Afar,,,,,,,,,,,079039071043,,,,,,,,,079039071043,079039071043,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 23, Al-Hamza, Qadisiyyah",,,mosque,Al-Hamza,,,,,,,,,,,,,,,,,,,,,,,15071a9d-9003-4348-8efb-77c83d04d6b8,,,,,,false,false,false,,,False,,,,,,,,,,,Imam Ali Shrine 4 - Al-Hamza,,,,,,,,,,,078007683862,,,,,,,,,078007683862,078007683862,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 12, Afak, Qadisiyyah",,,restaurant,Afak,,,,,,,,,,,,,,,,,,,,,,,15084e03-f867-48eb-a138-01bdc175d3cd,,,,,,false,false,false,,,True,,,,,,,,,,,Baghdad Grill 3 - Afak,,,,,,,,,,,079011129618,,,,,,,,,079011129618,079011129618,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Sidekan, Erbil",,,bus_station,Sidekan,,,,,,,,,,,,,,,,,,,,,,,1513517b-2f17-47fd-bc65-23c3952d9270,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Mansour Station - Sidekan,,,,,,,,,,,079012548604,,,,,,,,,079012548604,079012548604,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 5, Al-Mijar al-Kabir, Maysan",,,cafe,Al-Mijar al-Kabir,,,,,,,,,,,,,,,,,,,,,,,151716fc-24b4-40b7-bf9c-5a078ded1b47,,,,,,false,false,false,,,False,,,,,,,,,,,Tigris Brew - Al-Mijar al-Kabir,,,,,,,,,,,079028291552,,,,,,,,,079028291552,079028291552,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Amadiyah, Dohuk",,,supermarket,Amadiyah,,,,,,,,,,,,,,,,,,,,,,,15184616-ad7e-4853-8615-9fab2a0f9f01,,,,,,false,false,false,,,False,,,,,,,,,,,Spinneys Baghdad - Amadiyah,,,,,,,,,,,079013430835,,,,,,,,,079013430835,079013430835,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Al-Rusafa, Baghdad",,,pharmacy,Al-Rusafa,,,,,,,,,,,,,,,,,,,,,,,15210631-5071-4bb7-b41e-801620627f20,,,,,,false,false,false,,,False,,,,,,,,,,,Wellness Drugs 3 - Al-Rusafa,,,,,,,,,,,079037679826,,,,,,,,,079037679826,079037679826,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 17, Kifl, Babil",,,bus_station,Kifl,,,,,,,,,,,,,,,,,,,,,,,15354dc9-7f0c-473c-a165-e76cc110bfdc,,,,,,false,false,false,,,False,,,,,,,,,,,South Transport 3 - Kifl,,,,,,,,,,,078001996519,,,,,,,,,078001996519,078001996519,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Rumaitha, Muthanna",,,cafe,Rumaitha,,,,,,,,,,,,,,,,,,,,,,,154215ec-7fe6-48b8-99f5-5420d7e1f770,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Zawraa Cafe - Rumaitha,,,,,,,,,,,077013484390,,,,,,,,,077013484390,077013484390,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Al-Husayniya, Karbala",,,gym,Al-Husayniya,,,,,,,,,,,,,,,,,,,,,,,1544fe6d-ce2f-41cb-9781-2751331b2e1e,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Amal Gym - Al-Husayniya,,,,,,,,,,,078014644034,,,,,,,,,078014644034,078014644034,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 14, Al-Miqdadiyah, Qadisiyyah",,,clothes,Al-Miqdadiyah,,,,,,,,,,,,,,,,,,,,,,,154b15c7-8272-48e6-b12b-4054077cd30a,,,,,,false,false,false,,,False,,,,,,,,,,,Kirkuk Clothes 3 - Al-Miqdadiyah,,,,,,,,,,,077019009701,,,,,,,,,077019009701,077019009701,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Al-Mutasim, Saladin",,,hospital,Al-Mutasim,,,,,,,,,,,,,,,,,,,,,,,1550a225-005d-4ed2-b622-d7b48ae9a341,,,,,,false,false,false,,,False,,,,,,,,,,,Children Medical City - Al-Mutasim,,,,,,,,,,,078001029798,,,,,,,,,078001029798,078001029798,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 10, Batifa, Dohuk",,,supermarket,Batifa,,,,,,,,,,,,,,,,,,,,,,,1552d3a3-e789-46cf-be41-bb1003e92ea1,,,,,,false,false,false,,,False,,,,,,,,,,,Grand Hypermarket - Batifa,,,,,,,,,,,078113921201,,,,,,,,,078113921201,078113921201,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Al-Qasim, Babil",,,hospital,Al-Qasim,,,,,,,,,,,,,,,,,,,,,,,1552efa1-6e01-4332-83a5-2ca9243974c9,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Teaching Hospital - Al-Qasim,,,,,,,,,,,079049139506,,,,,,,,,079049139506,079049139506,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 17, Raniya, Halabja",,,fuel,Raniya,,,,,,,,,,,,,,,,,,,,,,,155a18ba-52c2-436f-b91a-6bf3fd705cf2,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Mansour Petrol 3 - Raniya,,,,,,,,,,,079022612236,,,,,,,,,079022612236,079022612236,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Al-Hamza, Qadisiyyah",,,cafe,Al-Hamza,,,,,,,,,,,,,,,,,,,,,,,155bf3a4-d921-4562-869b-90b78d3fb0a8,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Zawraa Cafe - Al-Hamza,,,,,,,,,,,079042931033,,,,,,,,,079042931033,079042931033,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Zubair, Basra",,,pharmacy,Zubair,,,,,,,,,,,,,,,,,,,,,,,156b88ae-11f8-4237-9f68-47f419c363f9,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Pharmacy - Zubair,,,,,,,,,,,079014963624,,,,,,,,,079014963624,079014963624,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Al-Muzaffar, Muthanna",,,hospital,Al-Muzaffar,,,,,,,,,,,,,,,,,,,,,,,156baa49-456a-4c3d-8e05-163ed4718235,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Wasiti Hospital 3 - Al-Muzaffar,,,,,,,,,,,079038729761,,,,,,,,,079038729761,079038729761,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 16, Chamchamal, Sulaymaniyah",,,pharmacy,Chamchamal,,,,,,,,,,,,,,,,,,,,,,,157732dc-040f-4afb-8b14-205b3c755b2c,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Health Pharmacy 3 - Chamchamal,,,,,,,,,,,079038526737,,,,,,,,,079038526737,079038526737,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Al-Hayy, Wasit",,,bank,Al-Hayy,,,,,,,,,,,,,,,,,,,,,,,157ba6ab-6aef-4575-a58b-608d5f896733,,,,,,false,false,false,,,False,,,,,,,,,,,Rafidain Bank 3 - Al-Hayy,,,,,,,,,,,078115146359,,,,,,,,,078115146359,078115146359,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 12, Zubair, Basra",,,fuel,Zubair,,,,,,,,,,,,,,,,,,,,,,,157df973-f3aa-4d20-b84d-a539d54e6b3d,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Fuel 3 - Zubair,,,,,,,,,,,079027187484,,,,,,,,,079027187484,079027187484,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Mijar al-Kabir, Maysan",,,school,Al-Mijar al-Kabir,,,,,,,,,,,,,,,,,,,,,,,15816c82-acf8-46c8-add7-b6b46abd7596,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed School 3 - Al-Mijar al-Kabir,,,,,,,,,,,079042383521,,,,,,,,,079042383521,079042383521,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 23, Al-Hindiya, Karbala",,,bank,Al-Hindiya,,,,,,,,,,,,,,,,,,,,,,,1581e0e2-41a8-4d44-9c96-6ea6bbd6206a,,,,,,false,false,false,,,False,,,,,,,,,,,Rafidain Bank 4 - Al-Hindiya,,,,,,,,,,,077026997270,,,,,,,,,077026997270,077026997270,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 10, Al-Khalidiyah, Anbar",,,bank,Al-Khalidiyah,,,,,,,,,,,,,,,,,,,,,,,158d5b51-bfdf-41aa-85cc-35f647a94c65,,,,,,false,false,false,,,False,,,,,,,,,,,Commercial Bank - Al-Khalidiyah,,,,,,,,,,,078002910932,,,,,,,,,078002910932,078002910932,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 17, Raniya, Halabja",,,restaurant,Raniya,,,,,,,,,,,,,,,,,,,,,,,1592e951-0b07-49c9-8038-d1926a374113,,,,,,false,false,false,,,False,,,,,,,,,,,Babylon Restaurant 3 - Raniya,,,,,,,,,,,077026625706,,,,,,,,,077026625706,077026625706,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Soran, Erbil",,,fuel,Soran,,,,,,,,,,,,,,,,,,,,,,,159fb8af-560d-4073-b21f-6b8099a9493d,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Petrol - Soran,,,,,,,,,,,079032838204,,,,,,,,,079032838204,079032838204,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Manathira, Najaf",,,clothes,Manathira,,,,,,,,,,,,,,,,,,,,,,,15a0ac94-e0d4-406f-b0e6-56e703168b60,,,,,,false,false,false,,,True,,,,,,,,,,,Erbil Fashion - Manathira,,,,,,,,,,,078211019571,,,,,,,,,078211019571,078211019571,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 22, Al-Aziziyah, Wasit",,,clothes,Al-Aziziyah,,,,,,,,,,,,,,,,,,,,,,,15a6390a-b054-4f79-9e7d-da1ed42371bb,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Mansour Boutique 4 - Al-Aziziyah,,,,,,,,,,,078117067707,,,,,,,,,078117067707,078117067707,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 20, Hartha, Basra",,,gym,Hartha,,,,,,,,,,,,,,,,,,,,,,,15a8408d-5afa-4267-a815-c9f9f34e7002,,,,,,false,false,false,,,False,,,,,,,,,,,Prime Fitness 3 - Hartha,,,,,,,,,,,078011443952,,,,,,,,,078011443952,078011443952,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Bardarash, Dohuk",,,bus_station,Bardarash,,,,,,,,,,,,,,,,,,,,,,,15afd4f1-d25b-47cc-a0e5-d08a4de75419,,,,,,false,false,false,,,True,,,,,,,,,,,Kirkuk Terminal 3 - Bardarash,,,,,,,,,,,078112445473,,,,,,,,,078112445473,078112445473,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
