name,name_en,phone,website,email,address,city,governorate,category,subcategory,latitude,longitude,facebook,instagram,data_quality,verified,source
Berlin Market Ankawa,,+9647500253545,,,شەقامی ١٢٠ مەتری,Erbil,Erbil,Shop/Retail,shop,36.2380461,44.0094863,,,real,false,osm
شوێنی هاشم,Hashm karabayat,+9647504550492,,,,Erbil,Erbil,Shop/Retail,shop,36.2190155,44.0303901,,,real,false,osm
کۆمپیوتەرو مۆبایلی ئیدریس,Edrees For Computer & Mobile,+9647504528384,https://www.facebook.com/edrees4computer,edrees4mobile@gmail.com,"128, Gulan",Erbil,Erbil,Shop/Retail,shop,36.220455,44.0294431,,,real,false,osm
هاورى بو موبايل و كومپيوتةر,Hawre 4 Mobil & Computer,+9647504223890,,4myshoup@gmail.com,شەقامی کویستان پشت نەخۆشخانەی لەدایکبوون,Erbil,Erbil,Shop/Retail,shop,36.2191568,44.0304821,,,real,false,osm
کۆمپانیای عیراقی نوێ,iraq modern company,+9647504539679,https://abudawood.com/,waaderfan@almarmouka.com,"ڕێگای گەزنە, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2575368,43.9796786,,,real,false,osm
ژیا مارکێت,ژیا مارکێت,+9647504510672,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1210169,44.0521959,,,real,false,osm
مارکێتی سەدیق و ئاسۆ,sdiq market,+9647504555606,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1218996,44.0523732,,,real,false,osm
فرۆشگای ئەلەند,,+9647504467182,,,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1261802,44.0476653,,,real,false,osm
محمد خورانی,Muhamad xorany,+9647504735252,,,شەقامی بنەسڵاوە,Erbil,Erbil,Shop/Retail,shop,36.1605142,44.0633865,,,real,false,osm
فرۆشگایی ئەردەلان بۆ مۆبایل,,+9647504510674,,ardelanyunis1@gmail.com,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.12366,44.0587625,,,real,false,osm
مۆبایلی دانەر,,+9647504468663,,,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1239083,44.0584643,,,real,false,osm
سوپەرمارکێتی سنەوبەر,,+9647504155840,,,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1237013,44.058945,,,real,false,osm
ئاژیر مۆبایل,Azher mobile,+9647508690219,,sakar.shwani@gmail.com,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1220891,44.0584204,,,real,false,osm
تیم مارت,TEAMMART,+9647517419154,https://team-mart.com/,info@team-mart.com,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.137531,44.0436324,,,real,false,osm
مارکێتی ڕێگای بەهەشت,Regay Bahasht market,+9647501737550,,,,هەولێر,Erbil,Shop/Retail,shop,36.1385946,44.0480452,,,real,false,osm
ماركيت بروا قرجوغي,Market Brwa Qarachoxhe,+9647504924969,,kamaranb308@gmail.com,"868, گەرەکی نشتیمان",هەولێر,Erbil,Shop/Retail,shop,36.1155103,44.0683252,,,real,false,osm
تیم مارت-شارەوانی ٢,Teammart-Sharawani 2,+9647517411837,https://www.team-mart.com/,info@team-mart.com,"شەقامی کاردۆ گەڵاڵی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1580007,44.0482691,,,real,false,osm
سوپەرمارکێتی چوارچرا,Chwar Chra Super Market,+9647510501970,,,,Erbil,Erbil,Shop/Retail,shop,36.1839595,44.051715,,,real,false,osm
بەیبی سکای,,+9647506881516,https://instagram.com/baby.sky.erbil,,"شەقامی ئایشە گوڵ, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1823085,44.0518654,,,real,false,osm
معرض لاسك,Lask Shop,+9647504472773,,,بیستی یەكەم,Erbil,Erbil,Shop/Retail,shop,36.1912454,44.0486831,,,real,false,osm
SALAM FASHION,,+9647808341959,,,"121 gullan, شەقامی ئایشە گوڵ, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1820923,44.0546581,,,real,false,osm
سروران,Sarwaran,+9647504751807,,muhammadmuhsen@gmail.com,hewallaa str,Erbil,Erbil,Shop/Retail,shop,36.191758,44.0616742,,,real,false,osm
مارکێت و میوەی سەوەران,Sarwaran Supermarket,+9647502457300,,muhammadmuhsen11@gmail.com,شەقامی عەبدولخالق مەعروف,Erbil,Erbil,Shop/Retail,shop,36.1917353,44.0617076,,,real,false,osm
مارکیتی هەریاد,Market Haryad,+9647503639096,,,07503639096,Erbil,Erbil,Shop/Retail,shop,36.1781921,44.0791476,,,real,false,osm
قوماشی ئەوروپی فریاد,,+9647503525959,,,"شەقامی کۆرنیش, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1757684,44.081815,,,real,false,osm
نوروز سوبرماركيت,Nawroz Supermarket,+9647503239931,,,,Erbil,Erbil,Shop/Retail,shop,36.1812362,44.0674757,,,real,false,osm
هەژار مارکێت,Hazhar Market,+9647504163521,,,رێگای بنەسراوە-دارەتوو,هەولێر,Erbil,Shop/Retail,shop,36.1504783,44.1031986,,,real,false,osm
Ahmed Phone,,+9647503700202,,,"Hawler-Koya road, Gullan 2, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2004469,44.0512315,,,real,false,osm
Murad Phone,,+9647507094857,,,"32, 327-60, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1997957,44.0488705,,,real,false,osm
soran class-2,,+9647506923030,,,"koya st, شەقامی کۆیە",erbil,Erbil,Shop/Retail,shop,36.1961008,44.0558231,,,real,false,osm
Mi Home Erbil,Mi Home Erbil,+9647508861004,,,"شەقامی پێشەوا قازی, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.210575,44.0465365,,,real,false,osm
berk uniform,,+9647501506175,,berkuniform@gmail.com,1,Erbil,Erbil,Shop/Retail,shop,36.2054533,44.0598936,,,real,false,osm
Ismael.Tools(كوگاى اسماعيل.للبيع العدد يدوية والكهرباءية,tools,+9647504771469,http://ismael.tools@yahoo.com,,"100مترى پشت فاملى مول(خلف فاملي مول, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2121597,44.0555843,,,real,false,osm
ك ماركت,K Market,+9647517001870,https://www.facebook.com/KaknjMarket/,,120M Frontage Rd.,Erbil,Erbil,Shop/Retail,shop,36.2144083,44.0684006,,,real,false,osm
دانا فۆن,Dana Shop Mobile,+9647501138232,,amozhgarsaade@gmail.com,هەولێری نوێ,Erbil,Erbil,Shop/Retail,shop,36.212358,44.0763081,,,real,false,osm
مارکێتی ماس,,+9647500550720,,,"شەقامی پیرمام, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2368098,44.06363,,,real,false,osm
کۆگای سێبەردان,kogai sebardan,+9647504299872,http://www.kogaisebardan.com,abdullaburhan356@gmail.com,"1, sebardan",Erbil,Erbil,Shop/Retail,shop,36.2167936,44.0992277,,,real,false,osm
View Market,,+9647510177277,,,Aram Village,erbil,Erbil,Shop/Retail,shop,36.2449765,44.0413795,,,real,false,osm
SHUSHAWATY SORAN,,+9647501898182,,,,Erbil,Erbil,Shop/Retail,shop,36.2062897,44.0217012,,,real,false,osm
Hana Mobile,,+9647507966608,,,"123, unnamed road",شاوێس,Erbil,Shop/Retail,shop,36.2490246,44.0860253,,,real,false,osm
Ronya Net,,+9647507463022,https://www.facebook.com/ronya.net2,,Shaqlawa Road,Erbil,Erbil,Shop/Retail,shop,36.248398,44.0869926,,,real,false,osm
هایپەرمارکێتی ئاماس,Amas hypermarket,+9647502007997,http://amas-market.cf/#/,,"3, شەقامی پیرمام, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.2562271,44.0831173,,,real,false,osm
wasta hakem,wasta hakem,+9647507279890,https://www.facebook.com/%D9%88%DB%95%D8%B3%D8%AA%D8%A7-%D8%AD%DA%A9%DB%8C%D9%85-105355754576651/,omerhakem2@gmail.com,"Makhmur Road, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1498802,43.9856877,,,real,false,osm
Market Lyhat,,+9647511077628,https://www.facebook.com/4AHK4,,"rozhbayani st, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1840296,43.959036,,,real,false,osm
سوپەرمارکێتی دانێر,Daner supermarket,+9647504287318,,,"شەقامی جەودەت ئەحمەد ناجی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1723193,44.0063558,,,real,false,osm
سیدرە ڤی ئایپی,,+9647504240003,https://www.instagram.com/sedra_vip_fashion,,"شەقامی کەرکووک, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1708062,44.0139838,,,real,false,osm
Qadr Khoshnaw,,+9647504139328,,,109-53,Erbil,Erbil,Shop/Retail,shop,36.1898012,44.0115045,,,real,false,osm
Serpil Vip,,+9647504240003,https://www.instagram.com/serpil__fashion_vip,,"شەقامی سامی شۆڕش, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2013054,43.9936654,,,real,false,osm
zingal riche,,+9647502254001,,,"DKTOR MUHAMMAD SHERKO ST., قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2098219,43.9895548,,,real,false,osm
rahel fashion,,+9647503316333,,,"ankawa, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2347363,43.9921657,,,real,false,osm
سوق مەرکەزی هەورێ,Hawre Supermarket,+9647704495000,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1661014,44.0586596,,,real,false,osm
soran class,,+9647506923030,,,"koya st, شەقامی کۆیە",أربيل,Erbil,Shop/Retail,shop,36.1959937,44.0553708,,,real,false,osm
تيم مارت,TEAMMART,,https://team-mart.com/,,,Erbil,Erbil,Shop/Retail,shop,36.1638976,43.9038169,,,partial,false,osm
Al Momtaz Co. Food,,,,,,هەولێر,Erbil,Shop/Retail,shop,36.19148,43.90532,,,partial,false,osm
کۆگای نانەکەلی,Nanakali Store,,,,ڕێگای گوێڕ,هەولێر,Erbil,Shop/Retail,shop,36.1744989,43.9149967,,,partial,false,osm
ماركێتی مەتین,,,,,,Erbil,Erbil,Shop/Retail,shop,36.115531,43.9654635,,,partial,false,osm
مارکیتی یاسین و کورەکانی,Yasen u kurakane market,,,,,أربيل,Erbil,Shop/Retail,shop,36.1264832,43.9685761,,,partial,false,osm
سەبر مارکیت قامشلو,Qamishlo super market,,,,شەقامی مەخموور,أربيل,Erbil,Shop/Retail,shop,36.1237609,43.9696991,,,partial,false,osm
kamal phone,,,,,Erbil - mamzawa- nzik mzgawti haji osman,أربيل,Erbil,Shop/Retail,shop,36.121296,43.969421,,,partial,false,osm
market qamishlo,,,,,Erbil- mamzawa- nzik mzgawti haji osman,أربيل,Erbil,Shop/Retail,shop,36.123096,43.969875,,,partial,false,osm
market warzhin,,,,,garaky barzan nzik dayray haryq,أربيل,Erbil,Shop/Retail,shop,36.120998,43.969368,,,partial,false,osm
مارکیتی بەژدار سەرکاریز,Market bazhdar sarkarez,,,,,أربيل,Erbil,Shop/Retail,shop,36.1282369,43.9632449,,,partial,false,osm
تیمارت مامزاوە,Teammart mamzawa,,,,شەقامی مەخموور,أربيل,Erbil,Shop/Retail,shop,36.1286465,43.9710771,,,partial,false,osm
سوپەرمارکێتی شاری ئاسوودە,,,,,,هەولێر,Erbil,Shop/Retail,shop,36.1080727,44.0241461,,,partial,false,osm
سوپەرمارکێتی یاسا,,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1256191,44.0097419,,,partial,false,osm
مارکێتی ڕێدار,,,,ammar.habeeb2015@gmail.com,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1256807,44.0121218,,,partial,false,osm
سوپەر مارکێتی محمد,super market muhamad,,,,ڕێگەی کۆنی کەرکووک,Erbil,Erbil,Shop/Retail,shop,36.124392,44.0130343,,,partial,false,osm
market mohamed,,,,,zhyan psht bnkay asaesh,أربيل,Erbil,Shop/Retail,shop,36.124882,44.01321,,,partial,false,osm
مارکێتی کارزان,,,,,,أربيل,Erbil,Shop/Retail,shop,36.1244185,44.0202396,,,partial,false,osm
مارکێتی سەید,,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1244671,44.017595,,,partial,false,osm
مارکێتی ئالان,,,,,,هەولێر,Erbil,Shop/Retail,shop,36.122735,44.0182243,,,partial,false,osm
market aemn,,,,,zhyan psht bnkay asaesh,أربيل,Erbil,Shop/Retail,shop,36.126007,44.015461,,,partial,false,osm
mobaile orginal,,,,,zhyan baram bar market karzan,أربيل,Erbil,Shop/Retail,shop,36.124378,44.020493,,,partial,false,osm
مارکێتی محمد ژیان,markete mhamad zhyan,,,,07501737550,Erbil,Erbil,Shop/Retail,shop,36.1224996,44.0181451,,,partial,false,osm
جلفرۆشی لۆنا,,,,,,أربيل,Erbil,Shop/Retail,shop,36.1245093,44.0224008,,,partial,false,osm
باهۆز,,,,,,هەولێر,Erbil,Shop/Retail,shop,36.1243659,44.0221917,,,partial,false,osm
جلوبەرگی فایە,Faya moda,,,,,هەولێر,Erbil,Shop/Retail,shop,36.1243214,44.0213925,,,partial,false,osm
محمد,,,,,,Erbil,Erbil,Shop/Retail,shop,36.187545,43.9563128,,,partial,false,osm
hana mobaile,,,,,zhyan barambar gyadarmany zhyan,أربيل,Erbil,Shop/Retail,shop,36.124451,44.022263,,,partial,false,osm
mobaeli dyar,,,,,zhin,أربيل,Erbil,Shop/Retail,shop,36.124481,44.022175,,,partial,false,osm
فایة,FAIA MODA,,,,,Erbil,Erbil,Shop/Retail,shop,36.1243553,44.0213853,,,partial,false,osm
سوپەرمارکێتی ڕۆشنبیری,,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1285225,44.0332268,,,partial,false,osm
مارکێتی ئادەم,Adam Market,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1310797,44.0292147,,,partial,false,osm
تیم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1307683,44.0368083,,,partial,false,osm
مارکێتی ڕێکان,,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.130016,44.03781,,,partial,false,osm
بازاری سپی,bazry spi,,https://www.samco.net/,sammuhammadaminsam@gmail.com,"6X6P+2XX, 306-159",Erbil,Erbil,Shop/Retail,shop,36.1516768,43.970355,,,partial,false,osm
سوپەرمارکێتی ڕێبین,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1473952,43.9790345,,,partial,false,osm
ريباز تبريدجي,Rebaz Tabredchy,,,,,Erbil,Erbil,Shop/Retail,shop,36.1497698,43.985671,,,partial,false,osm
ارو فاستبةي,Aro Fastpay,,http://Fastpay.com,Aramalmani71@gmail.com,فەرعی یەکەم پێش مزگەوتی بەرزنجی,Erbil,Erbil,Shop/Retail,shop,36.15218,43.9876793,,,partial,false,osm
تيم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1563115,43.972198,,,partial,false,osm
sima phone,,,,,"Erbil, mantk jaday gshtiy",أربيل,Erbil,Shop/Retail,shop,36.156796,43.97094,,,partial,false,osm
تيم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1532025,43.9761191,,,partial,false,osm
market Hanar,,,,,garake shadi,أربيل,Erbil,Shop/Retail,shop,36.156292,43.9807358,,,partial,false,osm
هەفتە بازاڕ,,,,,"شەقامی پێشەوا قازی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.157348,43.9875567,,,partial,false,osm
هێلپ سیتی,Help City,,,,,Erbil,Erbil,Shop/Retail,shop,36.1585667,43.982108,,,partial,false,osm
Hersh Market,,,,,ئەلبان,Erbil,Erbil,Shop/Retail,shop,36.1625061,43.9840801,,,partial,false,osm
سوپەرمارکێتی دەرباز,,,,,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1697894,43.9372219,,,partial,false,osm
ماركيت كازم,kazm market,,,,,Erbil,Erbil,Shop/Retail,shop,36.1662949,43.9406223,,,partial,false,osm
ماڕکێتی سورچی,Surchi Market,,,,,Erbil,Erbil,Shop/Retail,shop,36.1674891,43.9404223,,,partial,false,osm
مارکێتی ئاسۆ,,,,,,هەولێر,Erbil,Shop/Retail,shop,36.1673987,43.9587213,,,partial,false,osm
کاکە زیاد,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1850788,43.9543395,,,partial,false,osm
نيويورك,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1884295,43.9614408,,,partial,false,osm
بلان بازاڕ ٩,Blan Bazar 9,,,ammar.habeeb2015@gmail.com,"ڕێگای هەولێر - موسڵ, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1801722,43.961376,,,partial,false,osm
زریان,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1826839,43.9553403,,,partial,false,osm
کەیوان,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1835283,43.9554778,,,partial,false,osm
دلین,,,,,,Erbil,Erbil,Shop/Retail,shop,36.184053,43.9572278,,,partial,false,osm
ڕۆژباش /ھندی,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1868899,43.9537298,,,partial,false,osm
تیم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,"شەقامی ڕۆژبەیانی, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1882105,43.9588582,,,partial,false,osm
نيو يورك,New York,,,,"two Line Sarbasti St., شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.191956,43.9607028,,,partial,false,osm
كوردستان,,,,,شارۆچکەی ناوەندی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1921088,43.9591582,,,partial,false,osm
لادئ,,,,,,Erbil,Erbil,Shop/Retail,shop,36.192148,43.9596447,,,partial,false,osm
قاوشلو سوري,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1883399,43.9611606,,,partial,false,osm
مارکێتی گوڵ,,,,,"شەقامی ڕۆژبەیانی, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1860984,43.958856,,,partial,false,osm
ئوسلو,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1917693,43.9549988,,,partial,false,osm
Mevan,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1902454,43.9550982,,,partial,false,osm
مستةفا,,,,,شارۆچکەی ناوەندی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1918046,43.9577693,,,partial,false,osm
دوا,,,,,شارۆچکەی ناوەندی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1920147,43.9600067,,,partial,false,osm
تيم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,"شەقامی نەورۆز, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1667204,43.9742129,,,partial,false,osm
Ibraheem Market,Ibraheem Market,,,,209-291,Erbil,Erbil,Shop/Retail,shop,36.1766001,43.9670742,,,partial,false,osm
ئاوینە - Awêne,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1739683,43.9719086,,,partial,false,osm
مارکێتی ئاسۆ,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1750768,43.9729172,,,partial,false,osm
فرۆشگای دڵدار,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1694416,43.9805098,,,partial,false,osm
ماركئتي رحمن,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1698712,43.9811327,,,partial,false,osm
مارکێتی یاران,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1714326,43.9774654,,,partial,false,osm
HD phone,,,,,adala nzek hotel merci,أربيل,Erbil,Shop/Retail,shop,36.17017,43.986202,,,partial,false,osm
market dya,,,,,kurdstan:barambar qutabxanai roshnai,أربيل,Erbil,Shop/Retail,shop,36.169029,43.984993,,,partial,false,osm
تیم مارت - نەورۆز,Teammart - Newroz,,https://www.team-mart.com/,info@team-mart.com,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1756147,43.9761847,,,partial,false,osm
Merket sardam,,,,,40 matri hayhaskari barmbar k market,أربيل,Erbil,Shop/Retail,shop,36.177696,43.980114,,,partial,false,osm
ماركئتي هونةر,سوپه ر ماركيتي هونه ر,,,,,Erbil,Erbil,Shop/Retail,shop,36.1727836,43.9855712,,,partial,false,osm
Halmat,,,,,نیشتیمان,Erbil,Erbil,Shop/Retail,shop,36.1787684,43.9849487,,,partial,false,osm
market malak,,,,,99zanko nzek gas sangar,أربيل,Erbil,Shop/Retail,shop,36.155144,44.013287,,,partial,false,osm
تیمارت - کوردستان,Temmart - Kurdistan,,,,"شەقامی زوورگه‌زراو, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1728046,43.9863362,,,partial,false,osm
تيم مارت,Team Mart,,https://team-mart.com/,,,Erbil,Erbil,Shop/Retail,shop,36.1784137,43.9856288,,,partial,false,osm
گروپی گەیلان,Gaylan Group,,,,,Erbil,Erbil,Shop/Retail,shop,36.1749764,43.9839993,,,partial,false,osm
بەرێوەبەرایەتی کۆمپانیای باغی شەقلاوە,baghy shaqlawa real estate management department,,,,"33, Italian Village Road",Erbil,Erbil,Shop/Retail,shop,36.1862788,43.9638783,,,partial,false,osm
نیویۆڕک مارکێت,newyourk market,,,,07501737550,Erbil,Erbil,Shop/Retail,shop,36.1883956,43.9615759,,,partial,false,osm
مارکێتی نیویۆرک,new yourk market,,,,"07501737550, جووت سایدی ٣٢ پارک",Erbil,Erbil,Shop/Retail,shop,36.1884116,43.9616845,,,partial,false,osm
ماركيت اطالي,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1883883,43.9686647,,,partial,false,osm
ئیتاڵی یەک مارکێت,itali 1 market,,,,07501737550,Erbil,Erbil,Shop/Retail,shop,36.1884343,43.9692575,,,partial,false,osm
Elaf stock,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1469748,44.0015393,,,partial,false,osm
market rasty,,,,,adala nzek banzenxanay krestal,أربيل,Erbil,Shop/Retail,shop,36.151051,44.013966,,,partial,false,osm
mobail paitaxt,,,,,adala,أربيل,Erbil,Shop/Retail,shop,36.152466,44.013752,,,partial,false,osm
لازیا 5,lazya 5,,,,07501737550,Erbil,Erbil,Shop/Retail,shop,36.1497935,44.0139609,,,partial,false,osm
market abu ali,,,,,gemade nzik mzgawti buxari,أربيل,Erbil,Shop/Retail,shop,36.159432,43.989899,,,partial,false,osm
mntaz market,,,,,jadai maxmur nzik mzgawti haji aziz,أربيل,Erbil,Shop/Retail,shop,36.16222,43.988731,,,partial,false,osm
مارکێتی سیمپلی,Simply Market,,,,,Erbil,Erbil,Shop/Retail,shop,36.1644858,43.9947805,,,partial,false,osm
مارکی تی الان,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1548562,44.0104703,,,partial,false,osm
موحەمەد,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1588234,44.0247141,,,partial,false,osm
ڕۆژ ئاڤا مارکێت,rozh ava market,,,,"07501737550, شەقامی پیرباڵ مەحمود",Erbil,Erbil,Shop/Retail,shop,36.1557748,44.0131885,,,partial,false,osm
ماركيت زيان,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1629637,44.0061327,,,partial,false,osm
ماركيت ريبوار,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1633621,44.0055319,,,partial,false,osm
وێستگەی کارەبای هەولێر,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1650527,44.0097573,,,partial,false,osm
Biko - Customer Service,Biko - Customer Service,,,,,Erbil,Erbil,Shop/Retail,shop,36.1606866,44.0084061,,,partial,false,osm
داروان مدرن ٢,Darewan modern 2,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1658861,44.0099188,,,partial,false,osm
سه نتري صيانه ي بيكو,Beko Maintenance center,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1601566,44.0090815,,,partial,false,osm
مالی داهاتوو - online shopping,Future House - ماڵی داهاتوو,,,,شارۆچکەی ناوەندی هەولێر,هەولێر,Erbil,Shop/Retail,shop,36.1419434,44.0153453,,,partial,false,osm
جیاواز ٢,Jiyawaz Market 2,,,,"شەقامی پیرباڵ مەحمود, شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1418749,44.0153499,,,partial,false,osm
جیاواز 2,jyawaz 2,,,,"07501737550, شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1421008,44.0152883,,,partial,false,osm
ئاهین عەدالە,ahin mrket,,,,"07501737550, شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1409146,44.0155242,,,partial,false,osm
ماڕکێتی گوڵ,Gull Market,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1467899,44.014487,,,partial,false,osm
پۆشاکی احمد عبداللە,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1638771,44.0297788,,,partial,false,osm
ماکسی مۆڵ,Maximall,,,,"116, شەقامی کەرکووک, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1522545,44.0178854,,,partial,false,osm
پاوڵ مارک,,,,,"شەقامی کەرکووک, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1521846,44.0179045,,,partial,false,osm
لازیای عەداڵە,lazya adala,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1494185,44.014192,,,partial,false,osm
market shaxy,,,,,adala nzik banzinxanay crystal,أربيل,Erbil,Shop/Retail,shop,36.149883,44.014282,,,partial,false,osm
مارکێتی ABCD,ABCD Market,,,,دێی زانکۆ ٢,هەولێر,Erbil,Shop/Retail,shop,36.1428383,44.0331608,,,partial,false,osm
ماڕکێتی پاریس,Paris Market,,,,شەقامی زانکۆ,Erbil,Erbil,Shop/Retail,shop,36.1506016,44.036286,,,partial,false,osm
تیم مارت,TEAMMART,,https://team-mart.com/,info@team-mart.com,"شەقامی زانکۆ, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1502007,44.0350729,,,partial,false,osm
ماركيت سي يوو,,,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1512792,44.0378257,,,partial,false,osm
مارکێتی سەمیر,,,,,"شەقامی سمکۆ مەنتک, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.159356,44.0243306,,,partial,false,osm
وان,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1591289,44.0243911,,,partial,false,osm
ISA COSMETICS,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1588847,44.0246725,,,partial,false,osm
لەندەن,,,,,,Erbil,Erbil,Shop/Retail,shop,36.1589124,44.0246243,,,partial,false,osm
پێشانگای ئارێز,,,,,,Erbil,Erbil,Shop/Retail,shop,36.158987,44.0246493,,,partial,false,osm
