name,name_en,phone,website,email,address,city,governorate,category,subcategory,latitude,longitude,facebook,instagram,data_quality,verified,source
"كولي سه وسن",,,,,"جوار جرا الدوسايد الرئيسي كوي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"هه رياد وله ياد",,,,,"جوار جرا مقابل شاره واني","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"ده شتيا",,,,,"جوار جرا  الدوسايد الرئيسي مقابل شاره واني","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"هارون",,,,,"شارع 60 مقابل سيروان جروب ومنطقة جوار جرا","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی عادل و ڕێباز",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مول - كارفور - السليمانية",,,,,"فاملي مول السليمانيه","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Rebaz,,,,,"Al-Sulaymaniyah, Wluba, nzik maktabi razbar","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزان بازاڕی دیاری",harzan bazare dery,,,,405-41,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Sardam Show,,,,,"Al-Sulaymaniyah, Sharawani, nzik mzgawti osman mala qadr","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Ara,,,,,"Al-Sulaymaniyah, Sharawani, nzik Family Mall","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی عەتا",ata supermarket,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی سەمبا",samba supermarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بالەی دانا",,,,,407,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"کەمالیاتی گۆران",,,,,407,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"فاملي مول",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Shazhn,,,,,"Al-Sulaymaniyah, Chwarchra, nzik banzinxanay sara","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"دوکانی شەمسە",shamsa market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركيت روزكار",rozhgar super market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سووپەرمارکێتی ڕەند",,,,,shekh muhedin Main Road,shekh muhedin town,Sulaymaniyah,shopping,shop,,,,,partial,,
"عازبان",,,,,"شيخ محي الدين الدوسايد الرئيسي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
FastPay Showroom - Mawlawi,,,,,Sulaimaniyah- Mawlawi Street - Kulak Bazar,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Sheezad Karim Building,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"تاج ٢",Suparmarket Tag 2,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"پێشانگای پێشەوا",peshawa shop,,,,Salim Street,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Berllindress,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوبر ماركت تاج 2 - سليمانية",,,,,"رابرين","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"سه ردان",,,,,"رزكاري بجوار مسجد حه زرة ابراهيم وبجوار ماركت بلكيان 2","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی شوانە",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
baren market,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Kani sard,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی مارکێتی سەردار",sardar mini market,,,,404-20,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Sardar,,,,,"Al-Sulaymaniyah, Shex Mhedin, nzik mzgawti haji omer suse","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Google Plus,,,,,"Al-Sulaymaniyah, Chwarbax","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Chwarbax,,,,,"Al-Sulaymaniyah, chwarbax, barambar hariqaka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
shaho,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
fryad mobile,,,,,,"سليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"أديداس",adidas,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
USA 2 KURDISTAN,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Copy house,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Oslo Boutique,,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"تەلاری ئالان",alan building,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی مارکێتی سەردار",sardar mini market,,,,404-20,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
LG,,,,,"شەقامی سالم","سلێمانی",Sulaymaniyah,shopping,shop,,,,,osm,,
"سيتي ستار",,,,,"عقاري من شارع سالم الرئيسي (سيتي ستار )","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Carrefour,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
LC Waikiki,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Defacto,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی ئاودێر",Awder Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"فرۆشگای ئەحمەد",Marketi ahmad,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
It center,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"پێشانگای خالید و ئەکرەم: رۆنی ئوتۆمبیل",peshangay xalid u akram : oil car,,,,sarkarez,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکیتی خور",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوبر مارکیت",Supermarket,,,,slemany xabat,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Beta Phone,,,,,"Al-Sulaymaniyah, xabat, saru fulkay xabat","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
hafta bazari slemani 3,,,,,316-10,sulamani,Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزانبازاڕی هیوا",,,,,60 Meter Road / Malik Mahmood Circle,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Zaman,,,,,"Al-Sulaymaniyah, Xabat, nzik fulkay xabat","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Hansk Center,,,,,"Al-Sulaymaniyah, xabat, saru fulkay xabat","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی لارێ",larê market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
maximall,maximall 2,,,,Salim Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Hawkar Phone,,,,,"Al-Sulaymaniyah, Mawlawi, nzik baxi gshti","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Awat,,,,,"Al-Sulaymaniyah, Chwarbax, nzik xastaxanay chwarbax","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"پۆشاکی ئاکام","Poshaky Akam,",,,,Nali Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"پۆشاکی شەھرام",Poshaky Shahram,,,,nali,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بازاڕی تەلاری كاوە",Kawa Building Store,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"تەلاری كاوە",Kawa Building,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Class Men,,,,,"شارع بيرامير","السليمانية",Sulaymaniyah,shopping,shop,,,https://www.facebook.com/ClassMen.FashionStore/,,partial,,
"مۆبایلی ئانۆ",Ano for cellphones,,,,Mawlawi Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"وةرشةى روژى ئةلكترونى",Rozh Printers,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"حەوزە وشکەکە",Hawza wshkaka,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"جلی منداڵ",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Flagship Store,,,,,"Al-Sulaymaniyah, Bazar, Mawlawi, nzik bazary kolak","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Shaida,,,,,"Al-Sulaymaniyah, Xanaqa, barambar bazary dolaraka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Matin Phone,,,,,"Al-Sulaymaniyah, bazar, shaqami kawa, nzik mzgawti dw darga","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Alan Mobile,,,,,"Al-Sulaymaniyah, Mawlawi, Talary Bahasht","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Sony 2,,,,,"Al-Sulaymaniyah, Kawa St., bazary jgaraka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Sony,,,,,"Al-Sulaymaniyah, Bazary Khanaqa","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Tesla Phone,,,,,"Al-Sulaymaniyah, Mawlawi, nzik farmangay posta","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Hataw Center,,,,,"Al-Sulaymaniyah, Mawlawi, Bazary Osmani Said","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Awa Mobile,,,,,"Al-Sulaymaniyah, Mawlawi, sar prdaka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Koshan mobile,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Park Tower,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی زارا",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
look,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"تەلاری کۆڵەکی بازرگانی",Kolaka Trading Building,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"کۆمپانیای ئەسێ",ASSE COMPANY,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"ڕەشە مۆڵ",Rasha mall,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"محلات المحكمة. مركز السليمانية",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Sheek Shop,"شیك شۆپ",,,,Qanat Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"فروسكاي اكره م عسكري",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوق سليمانية",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوق سليمانية باله",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"پۆشاکی هۆزان",Poshaki hozan,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"پۆشاکی هۆزان",Poshaki hozan,,https://instagram.com/poshaki_hozan?igshid=OGQ5ZDc2ODk2ZA==,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Maktab Kamal,,,,,"Al-Sulaymaniyah, Mawlawi, Bazary Rasha","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Hiwa Mobile,,,,,"Al-Sulaymaniyah, Bazary darasutawaka, nzik mzgawti bntabaq","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Dubai Phone,,,,,"Al-Sulaymaniyah, Mawlawi, talary bahasht","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Dabashkary Rozh,,,,,"Al-Sulaymaniyah, Bazar, nzik mzgawti gawra","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Sarbast Mobile,,,,,"Al-Sulaymaniyah, Mawlawi, Barambar bazary daboka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Aylan Phone,,,,,"Al-Sulaymaniyah, Kaso Mall","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Akan,,,,,"Al-Sulaymaniyah, Bazar, Mawlawi, Barambar Daboka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Max Plus,,,,,"Al-Sulaymaniyah, Bardarki Sara, Bazary Asry","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Pshdar,,,,,"Al-Sulaymaniyah, Mawlawi, Nzik mzgawti gawra","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Hevar,,,,,"Al-Sulaymaniyah, Bazary darasutawaka, nzik mzgawti bntabaq","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Bestun Phone,,,,,"Al-Sulaymaniyah, Mawlawi, Talary Bahasht","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Warshay Sara,,,,,"Al-Sulaymaniyah, Kaso Mall","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Nali Phone,,,,,"Al-Sulaymaniyah, Bazar, baridaka, nzik bazary kolak","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Next Phone Company,,,,,"Al-Sulaymaniyah, bazar, Darasutawaka, nzik mzgawti bntabaq","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
mobile shstore,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Ary Phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
voda phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Sha store,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی شێوە",Shewa market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی فریاد",Fryad market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Bit Wall,,,,,"Al-Sulaymaniyah, Jawazaka, bazary hama sur","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Peshangay Sardam,,,,,"Al-Sulaymaniyah, Bazar, Jawazaka, dukani zhmara 41","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Ary Sponsor,,,,,"Al-Sulaymaniyah, Jawazaka, bazary hama sur","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Gega Phone,,,,,"Al-Sulaymaniyah, Bazary Jawazaka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
London Phone,,,,,"Al-Sulaymaniyah, Jawazaka","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
wsha phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile sardam,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"Wsha Phone ووشە فۆن",,,,,204-2,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Prwsha Market,,,,,Ibrahim Pasha- Gozakan Roundabout,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ئامانج فۆن",Amanj Phone,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"تاك مۆدە",takmoda,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Sarxel Shop,,,,,Qanat Street,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,https://www.facebook.com/Sarxel-shop-125929958280266/,,partial,,
Apple Center,,,,,"Al-Sulaymaniyah, Piramerd, nzik banki rashid","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Doctor Phone,,,,,"Al-Sulaymaniyah, Bardarki Sara","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Pana Phone,,,,,"Al-Sulaymaniyah, Bazar, Orzdi St.","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Osman Phone,,,,,"Al-Sulaymaniyah, Piramerd, nzik banki rashid","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Nila Phone,,,,,"Al-Sulaymaniyah, Piramerd, nzik naxoshxanay ali kamal","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Milan Phone,,,,,"Al-Sulaymaniyah, Orzdi, bardarki sara","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Dadyar Phone,,,,,"Al-Sulaymaniyah, Shaqami piramerd","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ليلى شوپ",Lily Shop,,,,33,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"زەڵێ",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"قەڵای سرۆچک",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركيت جم",Markety cham,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile & Estnsaxi Hemn,,,,,"Al-Sulaymaniyah, gula bax, nzik naxoshxanay shorsh","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزان بازاڕی سڵیمانی ٤",,,,,"٣٣ شێخ سەلام","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Fryad,,,,,"Al-Sulaymaniyah, Kaniba, nzik xastaxanay shorsh","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"كوشك",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"محلات شرکة نوزاد - ماركيتى کۆمپانیایی نه‌وزاد",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile tazhan,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ئه شكي",,,,,"ابراهيم احمد قريب كوله كه كه","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile w Satalite Arsh,,,,,"Al-Sulaymaniyah, Qrga","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی ئامەد",SUPERMARKET AMAD,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"چوێسە مۆڵ ۲",Chwesa Mall 2,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی دیهان",marketi dihan,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی دیهان",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"شۆو مارکێت",Show Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
iTec Center,,,,,"Al-Sulaymaniyah, Ibrahim Ahmed, nzik mzgawti haji qadr besary","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
K Phone,,,,,"Al-Sulaymaniyah, Ibrahim Ahmed, nzik mzgawti haji qadr besary","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Zakarya PC and Mobile,,,,,"Al-Sulaymaniyah, Ibrahim Ahmed, dukani zhmara 43","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سوق",market ibrahm Ahmad,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
i Store,,,,,"Al-Sulaymaniyah, Ibrahim Ahmed, Dania City","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Zheer,,,,,"Al-Sulaymaniyah, Ibrahim Ahmed, barambar dilan city","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Asda Market,,,,,"Al-Sulaymaniyah, Azadi, sadaka barambar parki shahidan","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"دووکانی کاک جەمیل",Mr. Jamil's shop,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"دوکانی کاک دەروێش",dwkany kak darwesh,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مینی ماركێت",mini market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سووپەرمارکێتی لارا",LARA Super Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"كه‌مال فۆن",,,,,,sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"Kutali yalda - کوتاڵی یەڵداء","Kutali yalda - کوتاڵی یەڵدا؟",,,,azadi,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بازار ئازادي",Sug azadi,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"بازاڕی ئازادی",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Tabin,,,,,"Al-Sulaymaniyah, Azadi, 30 matry","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ماركێتی تالیا",talya market,,,,234-24,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"سوپەرمارکێتی نازیار",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"أسواق إيكو",Eco Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
moda dream,,,,,,sulimany,Sulaymaniyah,shopping,shop,,,,,partial,,
Nova Market,,,,,Kaziwa- Opposite to Goizha City 2,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مول - كارفور كويزة - السليمانية",,,,,"مجمع كويزا ستي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Ari Store,,,,,"Al-Sulaymaniyah, Goizha","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"نالى ماركيت",nali market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"فرۆشگای هاوسەر",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکیتی گوفند",Govand,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مریشکفرۆش",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"گۆڤند",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی سۆرك",Sork market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Shameran,,,,,"Al-Sulaymaniyah, qularaisy, nzik mzgawti gawray raparin","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Nariman,,,,,"Al-Sulaymaniyah, Raparin, sarw maktabi zhilwan","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
boto market,boto market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"روناكي",,,,,"رابرين قريب المطار","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"دوکان",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Supermarket Heba,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Trump mobile,,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Sina Phone,,,,,"Al-Sulaymaniyah, Raparin, Barambar xastaxanay raparin","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مۆبایلی ئاوا",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Awara Phone,,,,,,"السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێت",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزانبازاڕی ئامانج",Amanj Market,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"چیمه ن تو بو فروشتن",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"چه و لم وبلوک بو فروشتن",Chaw lm Bo froshtn,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێتی باکۆ",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"اسواق شمال",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ئامانج",,,,,"رابرين من مدخل بنزينة ده روازة بعد مجمع قيوان(ئامانج)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
Manfaz Hala,,,,,"Al-Sulaymaniyah, Raparin, Mili Mall","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mobile Mad,,,,,"Al-Sulaymaniyah, Raparin, Mili Mall","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Namdar,,,,,"Al-Sulaymaniyah, Raparin, nzik maktabi kurdstani nwe","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"ھەرزان بازاڕی ویژدان",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هەرزان بازاڕی شەماڵ",Harzan Bazary Shamal,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هه رزان بازارى مامه قاسم",Qasm Supermarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"هۆگر",Hoger,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مارکێت ئاریا",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
Marketi Gulstan,,,,,"Al-Sulaymaniyah, Qularaisy, barambar mzgawti qularaisy 2","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
Mini Marketi Qularaisy,,,,,"Al-Sulaymaniyah, Qularaisy, nzik mzgawti qularaisy","السليمانية",Sulaymaniyah,shopping,shop,,,,,partial,,
"سيتي سنتر",City Center Supermarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
DeFacto,De Facto,,,,"کەرکوک - سلێمانی","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
LC Waikiki,,,,,"کەرکوک - سلێمانی","سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
"مجدي مول",Majdi mall,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مول - مجدي هايبرماركت - السليمانية - ماجدي مول",,,,,"مجدي مول رابرين طريق كركوك","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"مجدي مول",,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"گردی سەرچنار مارکیت",Grdy Sarchnar Miniarket,,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"ستي سنتر","ستي سنتر",,,,,Sulaymaniyah,Sulaymaniyah,shopping,shop,,,,,partial,,
"مالي سان",,,,,"مقابل مجمع باك سيتي","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"دارجين",,,,,"مقابل مجمع باك سيتي(دارجين)","السليمانيه",Sulaymaniyah,shopping,shop,,,,,partial,,
"بوتيكا",,,,,,"سلێمانی",Sulaymaniyah,shopping,shop,,,,,partial,,
