ID,Business Name,Arabic Name,English Name,Category,Subcategory,Governorate,City,Neighborhood,Phone 1,Phone 2,WhatsApp,Email 1,Website,Facebook,Instagram,TikTok,Telegram,Opening Hours,Status,Rating,Verification,Confidence
168e5a54-02f8-4c65-9035-7ad13de5cfec,Rotana Baghdad - Sersink,,,hotel,,,Sersink,"Street 5, Sersink, Dohuk",079022786818,,,,,,,,,,active,0.0,false,
1698215c-eafa-4182-8d1a-c19c6b42fb20,Trade Bank of Iraq 3 - Sulaymaniyah City,,,bank,,,Sulaymaniyah City,"Street 11, Sulaymaniyah City, Sulaymaniyah",078214369865,,,,,,,,,,active,0.0,false,
169b5aba-fb00-4730-ad7f-a2a5d347ea34,Commercial Bank - Qaladze,,,bank,,,Qaladze,"Street 10, Qaladze, Sulaymaniyah",078019395377,,,,,,,,,,active,0.0,false,
16b5917b-e067-47c4-b3cf-d7dca0054cb1,Baghdad Mall Clothes - Tar,,,clothes,,,Tar,"Street 8, Tar, Karbala",079026412244,,,,,,,,,,active,0.0,false,
16c3f48d-c358-4639-abcc-ea1cf2cb05aa,Family Mart - Al-Tar,,,supermarket,,,Al-Tar,"Street 7, Al-Tar, Dhi Qar",079016432496,,,,,,,,,,active,0.0,false,
16cc292f-6ca9-49cd-8d46-dc3c07ec31fc,Future Academy 3 - Ashar,,,school,,,Ashar,"Street 16, Ashar, Basra",079025799019,,,,,,,,,,active,0.0,false,
16cecf55-e752-469a-9273-78a0a87ccc6a,Al-Furqan Mosque 3 - Sawa,,,mosque,,,Sawa,"Street 20, Sawa, Babil",079026336196,,,,,,,,,,active,0.0,false,
16e5e36a-b291-4008-9f99-72b680967a7c,Prime Fitness - Yathrib,,,gym,,,Yathrib,"Street 10, Yathrib, Saladin",079026659475,,,,,,,,,,active,0.0,false,
16e65dfb-96f2-4f35-aac1-f790103b485d,Rasheed Bank 3 - Al-Musayab,,,bank,,,Al-Musayab,"Street 12, Al-Musayab, Babil",079018628465,,,,,,,,,,active,0.0,false,
16e6b44a-b851-4ca6-b84a-ac71d10351f0,Najaf Hotel - Choman,,,hotel,,,Choman,"Street 8, Choman, Erbil",077022959754,,,,,,,,,,active,0.0,false,
16e85556-c6e6-490c-8542-96643b40b824,Babylon Restaurant - Makhmur,,,restaurant,,,Makhmur,"Street 7, Makhmur, Mosul",079036901354,,,,,,,,,,active,0.0,false,
16ea9c5a-7c5b-4beb-9da6-edd723e85014,Carrefour Iraq 4 - Afak,,,supermarket,,,Afak,"Street 22, Afak, Qadisiyyah",077019407498,,,,,,,,,,active,0.0,false,
16ec6860-42a7-4df1-bc6f-8d9271136d12,Mobile World 3 - Shirqat,,,electronics,,,Shirqat,"Street 14, Shirqat, Saladin",078008842058,,,,,,,,,,active,0.0,false,
16f24ae5-47ca-401f-89d2-d76fb2f57d99,Najaf Lounge - Al-Mishraq,,,cafe,,,Al-Mishraq,"Street 9, Al-Mishraq, Najaf",078011826894,,,,,,,,,,active,0.0,false,
16fbda17-5d97-41fc-8033-b84f6c3ddedf,Mesopotamia Dining 4 - Sadr City,,,restaurant,,,Sadr City,"Street 24, Sadr City, Baghdad",079018165504,,,,,,,,,,active,0.0,false,
1703c353-5474-4e4e-8ce7-eedf8b406a75,Karbala Bus Hub - Hit,,,bus_station,,,Hit,"Street 5, Hit, Anbar",078019560351,,,,,,,,,,active,0.0,false,
1709c95b-8c19-4a50-a080-bc2833485656,Trend Store - Al-Hindiyah,,,clothes,,,Al-Hindiyah,"Street 9, Al-Hindiyah, Karbala",077029377869,,,,,,,,,,active,0.0,false,
171c8989-5512-4a2f-ad03-c44e06e04503,Mesopotamia Dining - Al-Maimouna,,,restaurant,,,Al-Maimouna,"Street 4, Al-Maimouna, Maysan",078218652470,,,,,,,,,,active,0.0,false,
17208fa3-3c11-4c64-a50c-8964b7594ed6,Al-Mansour Boutique - Fallujah,,,clothes,,,Fallujah,"Street 2, Fallujah, Anbar",077023580730,,,,,,,,,,active,0.0,false,
17223f0b-3652-46b8-8efa-995c77101f0a,Modern Furniture - Al-Qaim,,,furniture,,,Al-Qaim,"Street 4, Al-Qaim, Anbar",079041165068,,,,,,,,,,active,0.0,false,
1725befd-8c8d-42ce-b2a5-397bbbbb58ac,Erbil Gadgets - Rumaitha,,,electronics,,,Rumaitha,"Street 3, Rumaitha, Muthanna",077023886477,,,,,,,,,,active,0.0,false,
172ba015-a3b0-4314-a145-b96f56354dcd,Fashion House Baghdad 3 - Kirkuk City,,,clothes,,,Kirkuk City,"Street 11, Kirkuk City, Kirkuk",078001239272,,,,,,,,,,active,0.0,false,
1737236c-c4f8-4dac-874c-7c8aac3e7ffc,Al-Nuri Mosque - Laylan,,,mosque,,,Laylan,"Street 7, Laylan, Kirkuk",077026083707,,,,,,,,,,active,0.0,false,
173ad9a9-4bed-4207-a05b-90c03b4fccc7,Investment Bank 3 - Al-Hindiyah,,,bank,,,Al-Hindiyah,"Street 19, Al-Hindiyah, Karbala",078115310776,,,,,,,,,,active,0.0,false,
17481a59-ea2d-469a-87e8-b0b851f78473,Erbil Mall Market 3 - Balad,,,supermarket,,,Balad,"Street 16, Balad, Saladin",078019370601,,,,,,,,,,active,0.0,false,
1749ef80-5fb5-4df0-a60a-d4dcf14e96c5,Wellness Drugs 3 - Al-Hindiya,,,pharmacy,,,Al-Hindiya,"Street 13, Al-Hindiya, Karbala",079037933526,,,,,,,,,,active,0.0,false,
174aca0f-01e8-4147-8325-9974287db5a0,Basra Teaching Hospital - Abbasia,,,hospital,,,Abbasia,"Street 4, Abbasia, Najaf",079015817960,,,,,,,,,,active,0.0,false,
175a4ead-4fef-430b-852e-4a80a223ee42,Baghdad Tech - Jalawla,,,electronics,,,Jalawla,"Street 6, Jalawla, Diyala",079017082617,,,,,,,,,,active,0.0,false,
175a74a8-ff77-477f-b11d-4e7bfa2a2827,Al-Mansour Boutique 4 - Ali al-Gharbi,,,clothes,,,Ali al-Gharbi,"Street 22, Ali al-Gharbi, Maysan",077015183565,,,,,,,,,,active,0.0,false,
17602beb-75d6-4829-b22e-3c3be8659cbf,Children Medical City 3 - Al-Hindiyah,,,hospital,,,Al-Hindiyah,"Street 19, Al-Hindiyah, Karbala",077029977107,,,,,,,,,,active,0.0,false,
176b84a7-e4a7-4a6a-81a0-35e7562c8d23,Metro Market 4 - Abbasia,,,supermarket,,,Abbasia,"Street 24, Abbasia, Najaf",077028054546,,,,,,,,,,active,0.0,false,
1772315b-f2c6-4dc7-bff3-0779a28175ee,Baghdad Mall Clothes 3 - Al-Adl,,,clothes,,,Al-Adl,"Street 18, Al-Adl, Maysan",079034801045,,,,,,,,,,active,0.0,false,
1773b3a6-a063-4666-bb39-4424686e2fe8,Al-Rahman Mosque - Amarah,,,mosque,,,Amarah,"Street 1, Amarah, Maysan",079043100976,,,,,,,,,,active,0.0,false,
1774118e-a9cc-42b9-a895-4126cdf5a9c6,Style Home 3 - Penjwin,,,furniture,,,Penjwin,"Street 18, Penjwin, Halabja",078217234017,,,,,,,,,,active,0.0,false,
177820cc-ed1d-4313-829a-14a51e69875c,Erbil Hospital 3 - Al-Gharraf,,,hospital,,,Al-Gharraf,"Street 15, Al-Gharraf, Dhi Qar",079038940863,,,,,,,,,,active,0.0,false,
177bc80d-f1f0-4dfc-a696-81a2bf9d44a7,Al-Zahraa School - Mergasor,,,school,,,Mergasor,"Street 7, Mergasor, Erbil",079032718726,,,,,,,,,,active,0.0,false,
17940920-2694-4ed7-b507-7308055e266e,Baghdad Fitness 4 - Zubair,,,gym,,,Zubair,"Street 22, Zubair, Basra",078005230715,,,,,,,,,,active,0.0,false,
17a2104f-7965-478c-a633-9e7c819963c8,Al-Bait Restaurant - Tikrit,,,restaurant,,,Tikrit,"Street 1, Tikrit, Saladin",079018243581,,,,,,,,,,active,0.0,false,
17a3a602-efd7-4ab6-8d9e-939ba050f4c7,Champions Gym - Khidr,,,gym,,,Khidr,"Street 5, Khidr, Muthanna",078214650935,,,,,,,,,,active,0.0,false,
17b54389-7c53-47ca-906e-2cf2889b3786,Babylon School 3 - Zawita,,,school,,,Zawita,"Street 18, Zawita, Zakho",078008577950,,,,,,,,,,active,0.0,false,
17c59445-674b-4fe0-9f12-c1991daab25a,Al-Amal Pharmacy - Penjwin,,,pharmacy,,,Penjwin,"Street 8, Penjwin, Halabja",078008167109,,,,,,,,,,active,0.0,false,
17c5b79e-0132-417d-98b1-6bb0d349391e,Imam Ali Shrine - Al-Hayy,,,mosque,,,Al-Hayy,"Street 3, Al-Hayy, Wasit",079023479955,,,,,,,,,,active,0.0,false,
17cec0e5-62e3-4569-b16d-f5d2c5b9516a,Al-Rasheed Sports 3 - Rawa,,,gym,,,Rawa,"Street 18, Rawa, Anbar",077028829108,,,,,,,,,,active,0.0,false,
17d77b45-9e73-4dd1-860b-35c12a663fb1,Al-Karrada Fashion - Makhmur,,,clothes,,,Makhmur,"Street 7, Makhmur, Mosul",077016484865,,,,,,,,,,active,0.0,false,
17dc02c9-1254-44dd-a854-60812fba920c,Al-Mansour Eatery - Al-Dawaya,,,restaurant,,,Al-Dawaya,"Street 9, Al-Dawaya, Maysan",078002629919,,,,,,,,,,active,0.0,false,
17e7a73e-7762-4d0a-956e-b44c830ca7ed,Basra Fuel 3 - Al-Hindiyah,,,fuel,,,Al-Hindiyah,"Street 19, Al-Hindiyah, Karbala",077017773437,,,,,,,,,,active,0.0,false,
17e7c66a-2476-483e-a309-0c4c3fc8e39c,Al-Noor School - Kanaan,,,school,,,Kanaan,"Street 9, Kanaan, Diyala",079018857237,,,,,,,,,,active,0.0,false,
17f04d34-4b13-439c-b0b7-1322a698deef,Erbil Petrol - Amadiyah,,,fuel,,,Amadiyah,"Street 3, Amadiyah, Dohuk",077022805198,,,,,,,,,,active,0.0,false,
17f10db7-1971-4f94-8ae0-1e6c5102ba92,Palmera Coffee - Kufa,,,cafe,,,Kufa,"Street 2, Kufa, Najaf",079046636392,,,,,,,,,,active,0.0,false,
17f3f4ef-9e16-4f8e-ac61-aa0576c5388d,Rafidain Bank 3 - Manathira,,,bank,,,Manathira,"Street 13, Manathira, Najaf",077014754079,,,,,,,,,,active,0.0,false,
1800bbfa-2264-4eb6-81dd-1e35f4c7ccb5,Erbil Petrol - Haditha,,,fuel,,,Haditha,"Street 3, Haditha, Anbar",078008578470,,,,,,,,,,active,0.0,false,
1803a7f0-41ff-4649-8e45-5ed0d084e0af,Al-Kindy Hospital - Karbala City,,,hospital,,,Karbala City,"Street 1, Karbala City, Karbala",078113606507,,,,,,,,,,active,0.0,false,
1807e295-78fa-4f41-b44f-cbb3e58523c9,Baghdad Pharmacy 4 - Zakho,,,pharmacy,,,Zakho,"Street 22, Zakho, Dohuk",078007195863,,,,,,,,,,active,0.0,false,
18299ee2-7110-49ef-875d-2155af3415d1,Al-Zahraa School 3 - Laylan,,,school,,,Laylan,"Street 17, Laylan, Kirkuk",077026802342,,,,,,,,,,active,0.0,false,
1833ba8a-2afb-4a7e-96c3-f6d99bfaf5f4,Spinneys Baghdad 4 - Daquq,,,supermarket,,,Daquq,"Street 23, Daquq, Kirkuk",078001799206,,,,,,,,,,active,0.0,false,
1840cba8-9438-4ea7-b02b-a6b780527fe0,Al-Bunyan Market 3 - Erbil City,,,supermarket,,,Erbil City,"Street 11, Erbil City, Erbil",078014751525,,,,,,,,,,active,0.0,false,
184d3eea-39a6-406e-85b4-f5e34dfc74a0,Al-Rasheed Hotel 4 - Rania,,,hotel,,,Rania,"Street 22, Rania, Sulaymaniyah",078006303486,,,,,,,,,,active,0.0,false,
1857cca2-89b8-4fc2-8dc3-f7190c40fe53,Rasheed Bank 3 - Khurmal,,,bank,,,Khurmal,"Street 12, Khurmal, Halabja",079027206488,,,,,,,,,,active,0.0,false,
18594798-9e91-43d1-b7d5-d26aecafc41c,Imam Hussein Shrine 3 - Sadr City,,,mosque,,,Sadr City,"Street 14, Sadr City, Baghdad",078015014805,,,,,,,,,,active,0.0,false,
185b93c4-2462-4139-85bf-7b352791cadd,Dijla Restaurant - Al-Karkh,,,restaurant,,,Al-Karkh,"Street 5, Al-Karkh, Baghdad",079021383671,,,,,,,,,,active,0.0,false,
1876b6af-de14-4fa5-b2f6-98c63fc3d62b,Palmera Coffee - Shaqlawa,,,cafe,,,Shaqlawa,"Street 2, Shaqlawa, Erbil",078115244681,,,,,,,,,,active,0.0,false,
1885c9a4-0858-475f-8388-bcedd27f2f4b,Najaf Hotel - Al-Daur,,,hotel,,,Al-Daur,"Street 8, Al-Daur, Saladin",079027039862,,,,,,,,,,active,0.0,false,
18873973-c81c-4cb7-a50f-482559106985,Baghdad Coffee House - Ashar,,,cafe,,,Ashar,"Street 6, Ashar, Basra",078217287885,,,,,,,,,,active,0.0,false,
1893ea89-5e4d-48f7-a3c8-2fe6e8dc9ead,Mesopotamia Dining - Al-Hamdaniyah,,,restaurant,,,Al-Hamdaniyah,"Street 4, Al-Hamdaniyah, Mosul",078008156304,,,,,,,,,,active,0.0,false,
1899db12-eac4-46d8-a4af-60a785f2c06c,Baghdad Fuel 4 - Al-Musayab,,,fuel,,,Al-Musayab,"Street 22, Al-Musayab, Babil",078012412949,,,,,,,,,,active,0.0,false,
189b1df1-f516-4dac-8744-c5e918401a3d,Smart Electronics - Makhmur,,,electronics,,,Makhmur,"Street 7, Makhmur, Mosul",079032319979,,,,,,,,,,active,0.0,false,
189e89eb-a39d-422b-9efa-b0a735702c63,Al-Bunyan Market 4 - Najaf City,,,supermarket,,,Najaf City,"Street 21, Najaf City, Najaf",078211694250,,,,,,,,,,active,0.0,false,
18a3e6e8-a546-4ac6-bb31-c18d925f323e,Mobile World 4 - Al-Husayniya,,,electronics,,,Al-Husayniya,"Street 24, Al-Husayniya, Karbala",078017324654,,,,,,,,,,active,0.0,false,
18a69ca6-e78f-42b1-be2e-bb77a4dd55ec,Basra Health Pharmacy - Qal'at Sukkar,,,pharmacy,,,Qal'at Sukkar,"Street 6, Qal'at Sukkar, Dhi Qar",078217565822,,,,,,,,,,active,0.0,false,
18b31464-efe3-4d9f-811a-0d402b43ee14,Garden Cafe 3 - Samawah,,,cafe,,,Samawah,"Street 11, Samawah, Muthanna",079022283524,,,,,,,,,,active,0.0,false,
18b775e7-2020-4959-adb7-554cbcfcd542,City Center Market 3 - Al-Muwaffaqiyah,,,supermarket,,,Al-Muwaffaqiyah,"Street 19, Al-Muwaffaqiyah, Wasit",079031415014,,,,,,,,,,active,0.0,false,
18cd05f4-57b8-45df-92da-714f2fb97720,Al-Karrada Fashion 3 - Mergasor,,,clothes,,,Mergasor,"Street 17, Mergasor, Erbil",079049559203,,,,,,,,,,active,0.0,false,
18cd6d34-c65a-46ae-bac1-1eb589da1360,Baghdad Fuel - Khalis,,,fuel,,,Khalis,"Street 2, Khalis, Diyala",079027974611,,,,,,,,,,active,0.0,false,
18d2b7f7-78d0-477f-8a3a-82ace770d842,Erbil Grand Mosque - Badra,,,mosque,,,Badra,"Street 6, Badra, Wasit",079037475418,,,,,,,,,,active,0.0,false,
18d8fc14-7ae5-41e0-8e8d-477b6267290e,Modern Furniture 3 - Sadr City,,,furniture,,,Sadr City,"Street 14, Sadr City, Baghdad",077012572274,,,,,,,,,,active,0.0,false,
18e0864b-71c3-405b-9075-7b4242f9cee8,Tigris Brew - Al-Multaqa,,,cafe,,,Al-Multaqa,"Street 5, Al-Multaqa, Kirkuk",078116507424,,,,,,,,,,active,0.0,false,
18ea58aa-effb-48de-af8f-0130a87a9544,Tigris Primary School - Qurna,,,school,,,Qurna,"Street 4, Qurna, Basra",077014125494,,,,,,,,,,active,0.0,false,
18eeaf2c-2931-47f1-8eaf-af45894e0aec,Baghdad Grand Mosque 4 - Ain al-Tamur,,,mosque,,,Ain al-Tamur,"Street 22, Ain al-Tamur, Karbala",079036707445,,,,,,,,,,active,0.0,false,
18f91d43-d8dc-4ae9-8b94-4ad5e0e5b5bf,Style Home 3 - Al-Islah,,,furniture,,,Al-Islah,"Street 18, Al-Islah, Dhi Qar",079032632386,,,,,,,,,,active,0.0,false,
18fe3095-bc9a-4f4d-9750-19b5d8dadece,Erbil Gadgets - Haditha,,,electronics,,,Haditha,"Street 3, Haditha, Anbar",079017078223,,,,,,,,,,active,0.0,false,
190a4b2e-201b-47a5-8538-d0c7cd657f39,Baghdad Pharmacy - Ali al-Gharbi,,,pharmacy,,,Ali al-Gharbi,"Street 2, Ali al-Gharbi, Maysan",079025532067,,,,,,,,,,active,0.0,false,
19104f5a-b182-41f4-b59d-d6080f389da4,Mobile World - Penjwin,,,electronics,,,Penjwin,"Street 4, Penjwin, Sulaymaniyah",078009268801,,,,,,,,,,active,0.0,false,
1913bc98-369e-466d-8aac-89aeea6ea838,Al-Amal Pharmacy - Al-Adl,,,pharmacy,,,Al-Adl,"Street 8, Al-Adl, Maysan",079026908538,,,,,,,,,,active,0.0,false,
1917fd02-4842-42ed-8d76-1c603b3d3346,Al-Rasheed Hotel 4 - Ain al-Tamur,,,hotel,,,Ain al-Tamur,"Street 22, Ain al-Tamur, Karbala",078219424130,,,,,,,,,,active,0.0,false,
192d46ce-dc2c-4bfb-963e-4b7cae3b99d6,Tigris Primary School 3 - Salman,,,school,,,Salman,"Street 14, Salman, Muthanna",078112959193,,,,,,,,,,active,0.0,false,
1932f666-ff1f-4e00-9501-b1904eafff4a,Al-Mansour Station 3 - Sidekan,,,bus_station,,,Sidekan,"Street 19, Sidekan, Erbil",079033366792,,,,,,,,,,active,0.0,false,
19396f2d-4345-4b7b-ae18-ba6a9e60ae80,Children Medical City 3 - Al-Mishraq,,,hospital,,,Al-Mishraq,"Street 19, Al-Mishraq, Najaf",078002317333,,,,,,,,,,active,0.0,false,
1941a31f-c972-4b35-abdd-742bcb41c8c4,Smart Electronics 3 - Al-Tar,,,electronics,,,Al-Tar,"Street 17, Al-Tar, Dhi Qar",079022794607,,,,,,,,,,active,0.0,false,
195737db-b047-4b94-a2d6-9030a5e5bd2a,Modern Furniture - Koya,,,furniture,,,Koya,"Street 4, Koya, Erbil",078211277045,,,,,,,,,,active,0.0,false,
1960ada2-f025-4736-8682-912152323fb6,Smart Electronics - Laylan,,,electronics,,,Laylan,"Street 7, Laylan, Kirkuk",078115199762,,,,,,,,,,active,0.0,false,
198b30c0-349b-4dc2-a2ca-1c26fb461c93,Trend Store - Al-Mishraq,,,clothes,,,Al-Mishraq,"Street 9, Al-Mishraq, Najaf",079021862121,,,,,,,,,,active,0.0,false,
199a1d44-35db-41d5-ae81-0d07b0051cf4,Al-Ahly Bank 3 - Jurf al-Sakhar,,,bank,,,Jurf al-Sakhar,"Street 16, Jurf al-Sakhar, Babil",078215724471,,,,,,,,,,active,0.0,false,
199cb66c-1511-4e76-a39c-126661b1f86f,Palmera Coffee 3 - Al-Musayab,,,cafe,,,Al-Musayab,"Street 12, Al-Musayab, Babil",078012427953,,,,,,,,,,active,0.0,false,
19a9fadc-15d0-4148-8dac-edf451ad17a4,Baghdad Bank 4 - Sadr City,,,bank,,,Sadr City,"Street 24, Sadr City, Baghdad",079011095191,,,,,,,,,,active,0.0,false,
19b9f195-fa2c-4079-aa82-a6bfb27e955a,Sulaymaniyah Palace 3 - Smawa,,,hotel,,,Smawa,"Street 20, Smawa, Dhi Qar",078116433422,,,,,,,,,,active,0.0,false,
19bd23c9-3a7c-4d2c-a733-30a49ac22142,North Gas Station 3 - Byara,,,fuel,,,Byara,"Street 14, Byara, Halabja",078115680419,,,,,,,,,,active,0.0,false,
19d01237-7ef4-4d4b-bbb8-e54937181544,Al-Yarmuk Hospital - Sawa,,,hospital,,,Sawa,"Street 6, Sawa, Qadisiyyah",078005560850,,,,,,,,,,active,0.0,false,
19da0677-6cb0-43a8-b338-96fa5aa05ad6,Trend Store - Sangasar,,,clothes,,,Sangasar,"Street 9, Sangasar, Halabja",078115515442,,,,,,,,,,active,0.0,false,
19da8230-d59e-4e3b-bbe0-04016fa342e6,Iron Body Gym 4 - Karbala City,,,gym,,,Karbala City,"Street 21, Karbala City, Karbala",079048581745,,,,,,,,,,active,0.0,false,
19db5d93-34a3-4e70-a6ed-8fe6271e1adf,Baghdad Mall Clothes 3 - Qadisiyah,,,clothes,,,Qadisiyah,"Street 18, Qadisiyah, Najaf",079033755426,,,,,,,,,,active,0.0,false,
19ddaaba-132e-4d1b-94c9-2f34cf50b30e,Erbil Hospital 3 - Shinafiyah,,,hospital,,,Shinafiyah,"Street 15, Shinafiyah, Qadisiyyah",079012192368,,,,,,,,,,active,0.0,false,
19fd94a5-4fbf-45d4-abb5-b38014215f83,Al-Karrada Fashion 3 - Sayed Sadiq,,,clothes,,,Sayed Sadiq,"Street 17, Sayed Sadiq, Maysan",077029192139,,,,,,,,,,active,0.0,false,
1a010531-7766-4918-b235-337ccd5c7c14,Al-Karrada Furniture - Baaj,,,furniture,,,Baaj,"Street 10, Baaj, Mosul",079039105570,,,,,,,,,,active,0.0,false,
1a118904-c13e-408a-b7be-b6b48e92d1e3,Wellness Drugs 4 - Al-Shatrah,,,pharmacy,,,Al-Shatrah,"Street 23, Al-Shatrah, Dhi Qar",079034552531,,,,,,,,,,active,0.0,false,
1a239704-9c46-4928-8b29-b9d7fb0dbdbb,Al-Ahly Bank 3 - Jalawla,,,bank,,,Jalawla,"Street 16, Jalawla, Diyala",078005953725,,,,,,,,,,active,0.0,false,
1a361354-d833-44eb-b58f-aefe6691fde2,Erbil International Hotel - Muqdadiyah,,,hotel,,,Muqdadiyah,"Street 3, Muqdadiyah, Diyala",079031029748,,,,,,,,,,active,0.0,false,
1a474507-7d50-43ec-aa67-bcf27eaab397,Kirkuk Grand Hotel - Badra,,,hotel,,,Badra,"Street 6, Badra, Wasit",077019438495,,,,,,,,,,active,0.0,false,
1a4a3f73-ff08-4e90-9135-4b6206d4ea5d,Erbil Mall Market 3 - Jurf al-Sakhar,,,supermarket,,,Jurf al-Sakhar,"Street 16, Jurf al-Sakhar, Babil",079042251790,,,,,,,,,,active,0.0,false,
1a545283-1302-4f65-91aa-abf7efab21ec,Home Center 3 - Hay,,,furniture,,,Hay,"Street 17, Hay, Najaf",077018294550,,,,,,,,,,active,0.0,false,
1a593004-e0b1-441e-8d50-76354fb3b073,Erbil Grand Mosque - Qalat Salih,,,mosque,,,Qalat Salih,"Street 6, Qalat Salih, Maysan",079037948557,,,,,,,,,,active,0.0,false,
1a5d2c03-9d3e-4b21-95b6-e1ca43f49f19,Family Mart 3 - Sayed Sadiq,,,supermarket,,,Sayed Sadiq,"Street 17, Sayed Sadiq, Maysan",077025683164,,,,,,,,,,active,0.0,false,
1a6400db-a5cf-4ce4-9592-87a2fabbc1f5,Erbil Mall Market - Al-Darraji,,,supermarket,,,Al-Darraji,"Street 6, Al-Darraji, Muthanna",079033329682,,,,,,,,,,active,0.0,false,
1a69810e-1413-46df-baad-b6582d7fb011,Al-Rasheed Electronics 4 - Hawija,,,electronics,,,Hawija,"Street 22, Hawija, Kirkuk",079042133574,,,,,,,,,,active,0.0,false,
1a6f0757-e60c-4164-a046-d1717a132e6b,Sulaymaniyah Coffee 3 - Al-Musayab,,,cafe,,,Al-Musayab,"Street 20, Al-Musayab, Karbala",079041065664,,,,,,,,,,active,0.0,false,
1a81c600-560c-4aba-b87c-1f5595c58646,Central Pharmacy 3 - Al-Khalidiyah,,,pharmacy,,,Al-Khalidiyah,"Street 20, Al-Khalidiyah, Anbar",079014493692,,,,,,,,,,active,0.0,false,
1a82ae14-2d17-4e2f-9842-54e7af643d4a,Wellness Drugs 4 - Halabja,,,pharmacy,,,Halabja,"Street 23, Halabja, Sulaymaniyah",079025546616,,,,,,,,,,active,0.0,false,
1a8750ec-66f2-4514-9756-47d8484e79cb,Najaf Lounge - Ghamas,,,cafe,,,Ghamas,"Street 9, Ghamas, Qadisiyyah",079042604620,,,,,,,,,,active,0.0,false,
1a949167-7414-42c1-a40b-b57c8823e997,Baghdad Furniture - Erbil City,,,furniture,,,Erbil City,"Street 1, Erbil City, Erbil",077011883792,,,,,,,,,,active,0.0,false,
1ab0a47f-983d-4628-8095-7b2c5b379e1e,Erbil Bank 3 - Taza Khurmatu,,,bank,,,Taza Khurmatu,"Street 18, Taza Khurmatu, Kirkuk",079017702371,,,,,,,,,,active,0.0,false,
1ab238cb-d7e8-4c31-9068-1955be0564ac,North Bus Station - Qal'at Sukkar,,,bus_station,,,Qal'at Sukkar,"Street 6, Qal'at Sukkar, Dhi Qar",079032280341,,,,,,,,,,active,0.0,false,
1ab6d6c3-b509-4ec7-bd90-c3406dcdfc3d,Digital World 3 - Mangesh,,,electronics,,,Mangesh,"Street 19, Mangesh, Dohuk",078016910523,,,,,,,,,,active,0.0,false,
1ab6e5c6-5df6-4ffb-8285-36d9e52e240e,Baghdad Fitness - Ain al-Tamur,,,gym,,,Ain al-Tamur,"Street 2, Ain al-Tamur, Karbala",078004269625,,,,,,,,,,active,0.0,false,
1ab87c56-6beb-427d-852c-aa08ed1b5728,Al-Rasheed Electronics - Ain al-Tamur,,,electronics,,,Ain al-Tamur,"Street 2, Ain al-Tamur, Karbala",077025936095,,,,,,,,,,active,0.0,false,
1add5114-a1e5-499b-91f0-196fdc0cabf3,Kirkuk Clothes - Shirqat,,,clothes,,,Shirqat,"Street 4, Shirqat, Saladin",078006028618,,,,,,,,,,active,0.0,false,
1aefb1fd-4af9-495a-8b17-c6935424bc2a,National Bank of Iraq 3 - Khidr,,,bank,,,Khidr,"Street 15, Khidr, Muthanna",079026935342,,,,,,,,,,active,0.0,false,
1af00c4c-b9dd-4bbc-bb0f-e9e5365bf91c,Baghdad Mall Clothes - Al-Adl,,,clothes,,,Al-Adl,"Street 8, Al-Adl, Maysan",079017844631,,,,,,,,,,active,0.0,false,
1b081587-0f8c-4d6c-9a9b-b4b9eef2065d,Sulaymaniyah Palace - Hartha,,,hotel,,,Hartha,"Street 10, Hartha, Basra",078112716309,,,,,,,,,,active,0.0,false,
1b16f8ee-ec40-40f8-a6de-43a7ecfdf3f6,Erbil Sports Club - Faw,,,gym,,,Faw,"Street 3, Faw, Basra",077029159971,,,,,,,,,,active,0.0,false,
1b219e9d-b3c4-47f6-8ae9-13032f893bec,Trade Bank of Iraq 3 - Kirkuk City,,,bank,,,Kirkuk City,"Street 11, Kirkuk City, Kirkuk",078111478613,,,,,,,,,,active,0.0,false,
1b2f41df-e7e4-4ff1-9160-660baf48d828,Dijla Restaurant 3 - Al-Azizia,,,restaurant,,,Al-Azizia,"Street 15, Al-Azizia, Wasit",079049637221,,,,,,,,,,active,0.0,false,
1b302873-60ce-4898-9961-81e198a89f24,Erbil Hospital - Shatt al-Arab,,,hospital,,,Shatt al-Arab,"Street 5, Shatt al-Arab, Basra",078112412295,,,,,,,,,,active,0.0,false,
1b325395-40fe-454e-90b1-52dc901fb935,Al-Mansour Furniture 3 - Al-Darraji,,,furniture,,,Al-Darraji,"Street 16, Al-Darraji, Muthanna",077018921138,,,,,,,,,,active,0.0,false,
1b34eafc-4bed-4dac-a4d7-87ab348cb6af,Al-Rasheed Electronics 3 - Ain al-Tamur,,,electronics,,,Ain al-Tamur,"Street 12, Ain al-Tamur, Karbala",078219126299,,,,,,,,,,active,0.0,false,
1b35e50c-fe0b-41d2-9ebb-c77f9c46dda1,Najaf Lounge 3 - Ghamas,,,cafe,,,Ghamas,"Street 19, Ghamas, Qadisiyyah",079031435370,,,,,,,,,,active,0.0,false,
1b38b510-b38c-4041-9d90-4112fd840b30,Prime Fitness 3 - Darband-i-Khan,,,gym,,,Darband-i-Khan,"Street 20, Darband-i-Khan, Halabja",079028885993,,,,,,,,,,active,0.0,false,
