ID,Business Name,Arabic Name,English Name,Category,Subcategory,Governorate,City,Neighborhood,Phone 1,Phone 2,WhatsApp,Email 1,Website,Facebook,Instagram,TikTok,Telegram,Opening Hours,Status,Rating,Verification,Confidence
iraq_businesses_2026-04-02.csv_52,مارکێتی زانا,,,Shop/Retail,shop,Erbil,أربيل,"205-10, قضاء أربيل",07507056260,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_53,مارکت رسول,,,Shop/Retail,shop,Erbil,Erbil,"2021, Makhmoor",07516800708,,,,http://www.rasulkarem.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_54,ستي ٢,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504496289,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_55,Mr Classic,,,Shop/Retail,shop,Erbil,هەولێر,"G27, تابلۆ مۆڵ - نهۆمی دووەم",07503900545,,,,https://mrclassic.shop/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_56,ماڵی بەزاز,,,Shop/Retail,shop,Erbil,أربيل,"62, شەقامی شارەوانی, قضاء أربيل",07505496400,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_57,Shushawaty Nazanin,,,Shop/Retail,shop,Erbil,Erbil,,07511247434,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_58,مخللات نادر,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی منارە, قضاء أربيل",07502484959,,,,https://www.facebook.com/%D8%AA%D8%B1%D8%B4%D9%8A%D8%A7%D8%AA%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1-1469696343247581/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_59,گافيار,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07903378923,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_60,جیهانی کامێرا,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سوڵتان موزەفەر, قضاء أربيل",07504450343,,,support@cameraworldco.com,https://cameraworldco.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_61,وەن پلەس,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سوڵتان موزەفەر, قضاء أربيل",07507377500,,,,https://www.facebook.com/oneplus.iraq/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_62,کیبار,,,Shop/Retail,shop,Erbil,Erbil,"401, 105-22",07508759594,,,nikolai.cruz4523@hotmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_63,مكتب مهندس مقداد,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سوڵتان موزەفەر, قضاء أربيل",07507212012,,,salihmiqdad@miqdadcomputers.com,http://Www.miqdadcomputers.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_64,اسيا فاشيون,,,Shop/Retail,shop,Erbil,أربيل,"327, شیخ جولي, قضاء أربيل",07504481744,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_65,للعدد اليدوية ومواد الخراطة(Shukrallah Tools,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی قەڵات, قضاء أربيل",07504818228,,,azadbrk@yahoo.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_66,مارکێتی مام سالار,,,Shop/Retail,shop,Erbil,Erbil,,07504365264,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_67,zayuna,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شێخی چۆلی, قضاء أربيل",07507388888,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_68,ھندرین بۆ سیستەمی دەنگ,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شارەوانی, قضاء أربيل",07504476993,,,muminsalaiy@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_69,اكسبريس للموبالات,,,Shop/Retail,shop,Erbil,أربيل,"4, شارع تعجیل, قضاء أربيل",07705299991,,,experss4mobile@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_70,فيصل 2,,,Shop/Retail,shop,Erbil,أربيل,"07504754272, شەقامی شارەوانی, قضاء أربيل",07504754272,,,nzarf2@gmail.com,https://www.gamestop.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_71,Aren phone,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی تەعجیل, قضاء أربيل",07504901554,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_72,Shukrallah Toolsلبيع مواد الخراطة وعدد اليدوية,,,Shop/Retail,shop,Erbil,أربيل,"Qalat Street, قضاء أربيل",07504818228,,,,http://azadbrk@yahoo.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_73,مركز صيانة اجهزة الكترونية,,,Shop/Retail,shop,Erbil,أربيل,"تەعجیل, قضاء أربيل",07511879629,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_74,بەهاراتی کەندێناوە,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی قەڵات, قضاء أربيل",07504472695,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_75,محل مام سعدي,,,Shop/Retail,shop,Erbil,Erbil,شەقامی قەڵات,07504038127,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_76,ماس مۆدە,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شێخی چۆلی, قضاء أربيل",07504531319,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_77,معرض ارام,,,Shop/Retail,shop,Erbil,Erbil,,07504614108,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_78,Sedra Vip,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کەرکووک, قضاء أربيل",07504240003,,,,https://www.instagram.com/sedra_vip_fashion,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_79,مۆبایلی فەیسبووک,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07504747464,,,abdbotan@gamil.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_80,امباير فون ١,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07505022700,,,,https://m.facebook.com/Empire.Phone.Co/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_81,امباير فون ٣,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07505022700,,,,https://m.facebook.com/Empire.Phone.Co/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_82,امباير فون ٢,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07505022700,,,,https://m.facebook.com/Empire.Phone.Co/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_83,فاست پەی و فاست تیڤی,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کوردستان, قضاء أربيل",07517417148,,,,https://fast-pay.cash/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_84,Luxury Abayat,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کوردستان, قضاء أربيل",07514419190,,,,,,https://www.instagram.com/luxury.abayat/,,,,active,,false,
iraq_businesses_2026-04-02.csv_85,سوبر ماركت سامان,,,Shop/Retail,shop,Erbil,Erbil,,07511320633,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_86,سيزن ٤ فاشيون,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07504493887,,,kosarfaris13@gmail.com,https://seasons-4-fashion.business.site/?_target?m=true,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_87,معرض هواوي - العالمية للتكنولوجيا,,,Shop/Retail,shop,Erbil,Erbil,شەقامی ڕووناکی,07716073866,,,,https://consumer.huawei.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_88,gorenjo,,,Shop/Retail,shop,Erbil,Erbil,"338/39, 100 M Road",07504456317,,,sherwnco@yahoo.com,http://nesprsso.krd,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_89,كومپانیای شیروان - جورینجو,,,Shop/Retail,shop,Erbil,Erbil,100 M Road,07504456317,,,sherwnco@yahoo.com,http://nespresso.krd,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_90,معرض کامران,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی پێشەوا قازی, قضاء أربيل",07506577000,,,info@kamaranco.com,http://www.kamaranco.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_91,Oleanda Lingerie,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504521195,,,nabilxayat1978@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_92,مواد السلامة,,,Shop/Retail,shop,Erbil,Erbil,"4668, شەقامی شێخەڵڵا",07504623070,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_93,پێشانگای وەستا قاسم بۆ کەلوپەلی کارەبایات,,,Shop/Retail,shop,Erbil,Erbil,,07504533653,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_94,فرۆشتگای بەختیار,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504126131,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_95,مارکێتی لەیلان,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504638964,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_96,JEHANY MOBILE,,,Shop/Retail,shop,Erbil,Erbil,,07501811111,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_97,بد,,,Shop/Retail,shop,Erbil,Erbil,Mustafa Uzeri Street,07504478155,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_98,Jihane Chezh (جیهانی چێژ),,,Shop/Retail,shop,Erbil,Erbil,شەقامی شێخەڵڵا,07504287125,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_99,بزنس کلاس ٢,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کوردستان, قضاء أربيل",07504907443,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_100,كشتيوان,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی 60 مەتری, قضاء أربيل",07504456851,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_101,الثقة,,,Shop/Retail,shop,Erbil,Erbil,هەولێر ـ گەڕەکی سێتاقان شەقامی فافۆن فرۆشان,07508318086,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_102,مركز سلطان أربيل,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07503495821,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_103,بوتيك نعوش بادارة نسائية فقط,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07510990713,,,,https://m.facebook.com/botek.naosh?tsid=0.29755299921519685&source=result,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_104,كلای ماكس,,,Shop/Retail,shop,Erbil,أربيل,"طريق أربيل-كوي سنجق, قضاء أربيل",07504651395,,,,http://climax.erbil@gmail.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_105,رێز مۆبایل,,,Shop/Retail,shop,Erbil,أربيل,"333, شەقامی کۆیە, قضاء أربيل",07504488404,,,nabaz4488404@gmail.com,http://Rezmobile@gmail.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_106,المهندس محمد,,,Shop/Retail,shop,Erbil,أربيل,"20 bakhtiyari, قضاء أربيل",07504431046,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_107,الملكة ميريان,,,Shop/Retail,shop,Erbil,Erbil,"32, جووت سایدی ٣٢ پارک",07719494805,,,miryanqueen24@gmail.com,https://www.instagram.com/miryan.company?igsh=M2Y1ejY3MzJ5OWZp,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_108,نووسینگەی خانوبەرەی باغی شەقڵاوە,,,Shop/Retail,shop,Erbil,أربيل,"41, قضاء أربيل",07502389202,,,,https://baghyshaqlawa.net/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_109,sanvito Classic,,,Shop/Retail,shop,Erbil,"Erbil, Erbil Governorate;أربيل","Vital Village Rd, Erbil, Erbil Governorate",07503092500,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_110,Eleven Brands,,,Shop/Retail,shop,Erbil,أربيل,"Empire world, Diamond, قضاء أربيل",07507116868,,,,https://snapchat.com/add/eleven_brands,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_111,ئم ئم بازار,,,Shop/Retail,shop,Erbil,أربيل,"dream city, قضاء أربيل",07502241122,,,,http://www.mainmindco.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_112,سوپەرمارکێتی ڤالێی موون,,,Shop/Retail,shop,Erbil,أربيل,"جاده‌ی هاشم عبدالله‌ 216-47, قضاء أربيل",07509255588,,,,https://m.facebook.com/valleymoon.market/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_113,WOW tech,,,Shop/Retail,shop,Erbil,أربيل,"F32, شەقامی ڕەمزی نافع, قضاء أربيل",07502224122,,,wow.tech@yahoo.com,https://www.facebook.com/wow.tech.co/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_114,bugatti,,,Shop/Retail,shop,Erbil,أربيل,"F12, شەقامی ڕەمزی نافع, قضاء أربيل",07502312121,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_115,سەنتەری ئەستێرە,,,Shop/Retail,shop,Erbil,Erbil,"100, شەقامی دەرسیم",07504795133,,,hamidmobile28@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_116,Serpil Vip,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سامی شۆڕش, قضاء أربيل",07504240003,,,,https://www.instagram.com/serpil__fashion_vip,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_117,SANVITO,,,Shop/Retail,shop,Erbil,أربيل,"45, شەقامی سامی شۆڕش",07503092500,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_118,زعفران,,,Shop/Retail,shop,Erbil,أربيل,"#11 Zaafaran, Ankawa Two-way Road, قضاء أربيل",07502207000,,,zaafaran@goldenlivingco.com,https://www.goldenlivingco.com/zaafaran,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_119,Chawe pasawan,,,Shop/Retail,shop,Erbil,أربيل,"07505156040, Sultan Muthafar, قضاء أربيل",07504511281,,,photon2ray@gmail.com,http://chawepasawan.wix.com/cctv,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_120,پێشانگای قەرەچوغ,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کوردستان, قضاء أربيل",07503832230,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_121,مارکێتی دڵدار,,,Shop/Retail,shop,Erbil,Erbil,شەقامی زراریان,07504549697,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_122,TWENTYONE 21,,,Shop/Retail,shop,Erbil,أربيل,"214-184, قضاء أربيل",07509682121,,,twentyonelegit@gmail.com,https://instagram.com/twentyonelegit,,twentyonelegit,,,,active,,false,
iraq_businesses_2026-04-02.csv_123,zingal riche,,,Shop/Retail,shop,Erbil,أربيل,"Dkrot muhammad sherko st., قضاء أربيل",07502254001,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_124,iCenter,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07508942096,,,info@nciraq.com,http://www.nciraq.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_125,DA Class,,,Shop/Retail,shop,Erbil,Erbil,"26, شەقامی شۆڕش",07503521872,,,da.class2002@gmail.com,https://instagram.com/da.class,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_126,M Center VIP,,,Shop/Retail,shop,Erbil,أربيل,"20, 20M Street, قضاء أربيل",07509900505,,,mcentervipiraq@gmail.com,http://www.mcentervip.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_127,lokan collection,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07500040004,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_128,One Center,,,Shop/Retail,shop,Erbil,Erbil,20M Street,07508838686,,,one-center@outlook.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_129,چۆپی دیزاین,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07500708090,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_130,شوێنی رزگار,,,Shop/Retail,shop,Erbil,أربيل,"219-47, قضاء أربيل",07503333435,,,brwrya@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_131,مهندس بەختیار,,,Shop/Retail,shop,Erbil,أربيل,"60, 60m, قضاء أربيل",07505637000,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_132,ورق الجدران الماني(1)(Tawer Company Wall paper),,,Shop/Retail,shop,Erbil,أربيل,"60 Meter road, قضاء أربيل",07504820123,,,rekar@tawer.co,http://www.tawer.co,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_133,market azhy,,,Shop/Retail,shop,Erbil,أربيل,"60 Meter road, قضاء أربيل",07504820123,,,,http://www.tawer.co,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_134,ميلانو فاشن,,,Shop/Retail,shop,Erbil,أربيل,"شۆرش، رۆیال مۆڵ نھۆمی دووەم, قضاء أربيل",07804455666,,,info@milanofashion.krs,http://www.milanofashion.krd,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_135,ديكو لايت,,,Shop/Retail,shop,Erbil,أربيل,"جادەی سورچیان, قضاء أربيل",07504544631,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_136,فۆرشگای زەمین,,,Shop/Retail,shop,Erbil,أربيل,"22, شەقامی کۆیە, قضاء أربيل",07507352122,,,zamen.wshyar1@gmail.com,https://zamin.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_137,مارکێتی ئەمین,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی نافع یونس, قضاء أربيل",07504760977,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_138,Faia Moda - فایە مۆدە,,,Shop/Retail,shop,Erbil,Erbil,شەقامی برایەتی,07507383340,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_139,ڕامیار,,,Shop/Retail,shop,Erbil,Erbil,"0750 4785482, brayati 224. Alley 183",07504785482,,,lawandhamid94@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_140,JUDIMODA,,,Shop/Retail,shop,Erbil,ERBIL,"SHORSH, HADID W KHASHAB STREET",07515559911,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_141,زمين فون,,,Shop/Retail,shop,Erbil,Erbil,1,07504970077,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_142,زەمین فۆن,,,Shop/Retail,shop,Erbil,Erbil,فلکة حي شرطة,07504970077,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_143,Bazargay Shorsh,,,Shop/Retail,shop,Erbil,أربيل,"1/5, Shaqlawa Road, قضاء أربيل",07504454988,,,,http://www.shorshmarket.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_144,موبايل وليد,,,Shop/Retail,shop,Erbil,أربيل,"4400, Dar u Asn Street, قضاء أربيل",07812395665,,,wallid1992@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_145,أزياء ابو الشوق,,,Shop/Retail,shop,Erbil,أربيل,"Yazdandokht Street, قضاء أربيل",07700302000,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_146,S BRAND,,,Shop/Retail,shop,Erbil,أربيل,"C 13, Ainkawa, قضاء أربيل",07704016404,,,,https://www.facebook.com/sbrand0/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_147,Berlin Market Ankawa,,,Shop/Retail,shop,Erbil,Erbil,شەقامی ١٢٠ مەتری,07500253545,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_148,شوێنی هاشم,,,Shop/Retail,shop,Erbil,Erbil,,07504550492,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_149,کۆمپیوتەرو مۆبایلی ئیدریس,,,Shop/Retail,shop,Erbil,Erbil,"128, Gulan",07504528384,,,edrees4mobile@gmail.com,https://www.facebook.com/edrees4computer,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_150,هاورى بو موبايل و كومپيوتةر,,,Shop/Retail,shop,Erbil,Erbil,شەقامی کویستان پشت نەخۆشخانەی لەدایکبوون,07504223890,,,4myshoup@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_151,کۆمپانیای عیراقی نوێ,,,Shop/Retail,shop,Erbil,أربيل,"ڕێگای گەزنە, قضاء أربيل",07504539679,,,waaderfan@almarmouka.com,https://abudawood.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_152,ژیا مارکێت,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07504510672,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_153,مارکێتی سەدیق و ئاسۆ,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07504555606,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_154,فرۆشگای ئەلەند,,,Shop/Retail,shop,Erbil,هەولێر,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",07504467182,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_155,محمد خورانی,,,Shop/Retail,shop,Erbil,Erbil,شەقامی بنەسڵاوە,07504735252,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_156,فرۆشگایی ئەردەلان بۆ مۆبایل,,,Shop/Retail,shop,Erbil,هەولێر,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",07504510674,,,ardelanyunis1@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_157,مۆبایلی دانەر,,,Shop/Retail,shop,Erbil,هەولێر,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",07504468663,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_158,سوپەرمارکێتی سنەوبەر,,,Shop/Retail,shop,Erbil,هەولێر,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",07504155840,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_159,ئاژیر مۆبایل,,,Shop/Retail,shop,Erbil,هەولێر,"جووت سایدی دارەتوو, شارۆچکەی ناوەندیی هەولێر",07508690219,,,sakar.shwani@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_160,تیم مارت,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07517419154,,,info@team-mart.com,https://team-mart.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_161,مارکێتی ڕێگای بەهەشت,,,Shop/Retail,shop,Erbil,هەولێر,,07501737550,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_162,ماركيت بروا قرجوغي,,,Shop/Retail,shop,Erbil,هەولێر,"868, گەرەکی نشتیمان",07504924969,,,kamaranb308@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_163,تیم مارت-شارەوانی ٢,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کاردۆ گەڵاڵی, قضاء أربيل",07517411837,,,info@team-mart.com,https://www.team-mart.com/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_164,سوپەرمارکێتی چوارچرا,,,Shop/Retail,shop,Erbil,Erbil,,07510501970,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_165,بەیبی سکای,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئایشە گوڵ, قضاء أربيل",07506881516,,,,https://instagram.com/baby.sky.erbil,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_166,معرض لاسك,,,Shop/Retail,shop,Erbil,Erbil,بیستی یەكەم,07504472773,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_167,SALAM FASHION,,,Shop/Retail,shop,Erbil,أربيل,"121 gullan, شەقامی ئایشە گوڵ, قضاء أربيل",07808341959,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_168,سروران,,,Shop/Retail,shop,Erbil,Erbil,hewallaa str,07504751807,,,muhammadmuhsen@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_169,مارکێت و میوەی سەوەران,,,Shop/Retail,shop,Erbil,Erbil,شەقامی عەبدولخالق مەعروف,07502457300,,,muhammadmuhsen11@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_170,مارکیتی هەریاد,,,Shop/Retail,shop,Erbil,Erbil,07503639096,07503639096,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_171,قوماشی ئەوروپی فریاد,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی کۆرنیش, قضاء أربيل",07503525959,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_172,نوروز سوبرماركيت,,,Shop/Retail,shop,Erbil,Erbil,,07503239931,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_173,هەژار مارکێت,,,Shop/Retail,shop,Erbil,هەولێر,رێگای بنەسراوە-دارەتوو,07504163521,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_174,Ahmed Phone,,,Shop/Retail,shop,Erbil,أربيل,"Hawler-Koya road, Gullan 2, قضاء أربيل",07503700202,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_175,Murad Phone,,,Shop/Retail,shop,Erbil,أربيل,"32, 327-60, قضاء أربيل",07507094857,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_176,soran class-2,,,Shop/Retail,shop,Erbil,erbil,"koya st, شەقامی کۆیە",07506923030,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_177,Mi Home Erbil,,,Shop/Retail,shop,Erbil,هەولێر,"شەقامی پێشەوا قازی, شارۆچکەی ناوەندیی هەولێر",07508861004,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_178,berk uniform,,,Shop/Retail,shop,Erbil,Erbil,1,07501506175,,,berkuniform@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_179,Ismael.Tools(كوگاى اسماعيل.للبيع العدد يدوية والكهرباءية,,,Shop/Retail,shop,Erbil,أربيل,"100مترى پشت فاملى مول(خلف فاملي مول, قضاء أربيل",07504771469,,,,http://ismael.tools@yahoo.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_180,ك ماركت,,,Shop/Retail,shop,Erbil,Erbil,120M Frontage Rd.,07517001870,,,,https://www.facebook.com/KaknjMarket/,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_181,دانا فۆن,,,Shop/Retail,shop,Erbil,Erbil,هەولێری نوێ,07501138232,,,amozhgarsaade@gmail.com,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_182,مارکێتی ماس,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی پیرمام, قضاء أربيل",07500550720,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_183,کۆگای سێبەردان,,,Shop/Retail,shop,Erbil,Erbil,"1, sebardan",07504299872,,,abdullaburhan356@gmail.com,http://www.kogaisebardan.com,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_184,View Market,,,Shop/Retail,shop,Erbil,erbil,Aram Village,07510177277,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_185,SHUSHAWATY SORAN,,,Shop/Retail,shop,Erbil,Erbil,,07501898182,,,,,,,,,,active,,false,
iraq_businesses_2026-04-02.csv_186,Hana Mobile,,,Shop/Retail,shop,Erbil,شاوێس,"123, unnamed road",07507966608,,,,,,,,,,active,,false,
